Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	3050001	0.484317	0.518772	-1
1	3075001	0.573775	0.518772	-1
1	3100001	0.515732	0.518772	-1
1	3125001	0.480635	0.518772	-1
1	3150001	0.470812	0.518772	-1
1	3175001	0.592883	0.518772	-1
1	3200001	0.454446	0.518772	-1
1	3225001	0.544454	0.518772	-1
1	3250001	0.52242	0.518772	-1
1	3275001	0.520752	0.518772	-1
1	3300001	0.68857	0.518772	-1
1	3325001	0.757805	0.518772	-1
1	3350001	0.514659	0.518772	-1
1	3375001	0.572652	0.518772	-1
1	3400001	0.611298	0.518772	-1
1	3425001	0.522927	0.518772	-1
1	3450001	0.504379	0.518772	-1
1	3475001	0.531277	0.518772	-1
1	3500001	0.431939	0.518772	-1
1	3525001	0.543144	0.518772	-1
1	3550001	0.518913	0.518772	-1
1	3575001	0.41764	0.518772	-1
1	3600001	0.485609	0.518772	-1
1	3625001	0.417155	0.518772	-1
1	3650001	0.568391	0.518772	-1
1	3675001	0.408951	0.518772	-1
1	3700001	0.514182	0.518772	-1
1	3725001	0.512745	0.518772	-1
1	3750001	0.479796	0.518772	-1
1	3775001	0.491606	0.518772	-1
1	3800001	0.676578	0.518772	-1
1	3825001	0.329381	0.518772	-1
1	3850001	0.55928	0.518772	-1
1	3875001	0.350656	0.518772	-1
1	3900001	0.738131	0.518772	-1
1	3925001	0.41462	0.518772	-1
1	3950001	0.450143	0.518772	-1
1	3975001	0.446987	0.518772	-1
1	4000001	0.579054	0.518772	-1
1	4025001	0.545865	0.518772	-1
1	4050001	0.535884	0.518772	-1
1	4075001	0.535364	0.518772	-1
1	4100001	0.33852	0.518772	-1
1	4125001	0.481181	0.518772	-1
1	4150001	0.456432	0.518772	-1
1	4175001	0.518546	0.518772	-1
1	4200001	0.501928	0.518772	-1
1	4225001	0.440387	0.518772	-1
1	4250001	0.442891	0.518772	-1
1	4275001	0.46537	0.518772	-1
1	4300001	0.470265	0.518772	-1
1	4325001	0.38804	0.518772	-1
1	4350001	0.458229	0.518772	-1
1	4375001	0.440063	0.518772	-1
1	4400001	0.444208	0.518772	-1
1	4425001	0.442534	0.518772	-1
1	4450001	0.437103	0.518772	-1
1	4475001	0.543228	0.518772	-1
1	4500001	0.560455	0.518772	-1
1	4525001	0.559148	0.518772	-1
1	4550001	0.522868	0.518772	-1
1	4575001	0.388194	0.518772	-1
1	4600001	0.424529	0.518772	-1
1	4625001	0.474404	0.518772	-1
1	4650001	0.504431	0.518772	-1
1	4675001	0.4609	0.518772	-1
1	4700001	0.577115	0.518772	-1
1	4725001	0.41006	0.518772	-1
1	4750001	0.37325	0.518772	-1
1	4775001	0.407821	0.518772	-1
1	4800001	0.445729	0.518772	-1
1	4825001	0.477256	0.518772	-1
1	4850001	0.349356	0.518772	-1
1	4875001	0.564653	0.518772	-1
1	4900001	0.52587	0.518772	-1
1	4925001	0.550225	0.518772	-1
1	4950001	0.472617	0.518772	-1
1	4975001	0.453787	0.518772	-1
1	5000001	0.357764	0.518772	-1
1	5025001	0.618671	0.518772	-1
1	5050001	0.609579	0.518772	-1
1	5075001	0.515769	0.518772	-1
1	5100001	0.664347	0.518772	-1
1	5125001	0.417615	0.518772	-1
1	5150001	0.482889	0.518772	-1
1	5175001	0.359142	0.518772	-1
1	5200001	0.432828	0.518772	-1
1	5225001	0.511581	0.518772	-1
1	5250001	0.457333	0.518772	-1
1	5275001	0.447273	0.518772	-1
1	5300001	0.660883	0.518772	-1
1	5325001	0.594538	0.518772	-1
1	5350001	0.544427	0.518772	-1
1	5375001	0.570527	0.518772	-1
1	5400001	0.482461	0.518772	-1
1	5425001	0.537501	0.518772	-1
1	5450001	0.730533	0.518772	-1
1	5475001	0.691602	0.518772	-1
1	5500001	0.584848	0.518772	-1
1	5525001	0.500378	0.518772	-1
1	5550001	0.54089	0.518772	-1
1	5575001	0.465287	0.518772	-1
1	5600001	0.640356	0.518772	-1
1	5625001	0.532911	0.518772	-1
1	5650001	0.439089	0.518772	-1
1	5675001	0.555505	0.518772	-1
1	5700001	0.558152	0.518772	-1
1	5725001	0.442292	0.518772	-1
1	5750001	0.601944	0.518772	-1
1	5775001	0.524717	0.518772	-1
1	5800001	0.534033	0.518772	-1
1	5825001	0.531292	0.518772	-1
1	5850001	0.518631	0.518772	-1
1	5875001	0.366098	0.518772	-1
1	5900001	0.495292	0.518772	-1
1	5925001	0.452974	0.518772	-1
1	5950001	0.460531	0.518772	-1
1	5975001	0.571208	0.518772	-1
1	6000001	0.399413	0.518772	-1
1	6025001	0.605541	0.518772	-1
1	6050001	0.397933	0.518772	-1
1	6075001	0.49143	0.518772	-1
1	6100001	0.365915	0.518772	-1
1	6125001	0.448532	0.518772	-1
1	6150001	0.391659	0.518772	-1
1	6175001	0.666248	0.518772	-1
1	6200001	0.604057	0.518772	-1
1	6225001	0.7461	0.518772	-1
1	6250001	0.448341	0.518772	-1
1	6275001	0.338723	0.518772	-1
1	6300001	0.47519	0.518772	-1
1	6325001	0.431315	0.518772	-1
1	6350001	0.434415	0.518772	-1
1	6375001	0.702544	0.518772	-1
1	6400001	0.62303	0.518772	-1
1	6425001	0.608699	0.518772	-1
1	6450001	0.516104	0.518772	-1
1	6475001	0.48064	0.518772	-1
1	6500001	0.48139	0.518772	-1
1	6525001	0.367169	0.518772	-1
1	6550001	0.546013	0.518772	-1
1	6575001	0.493854	0.518772	-1
1	6600001	0.95301	0.518772	-1
1	6625001	0.502173	0.518772	-1
1	6650001	0.484803	0.518772	-1
1	6675001	0.446514	0.518772	-1
1	6700001	0.645035	0.518772	-1
1	6725001	0.641089	0.518772	-1
1	6750001	0.470741	0.518772	-1
1	6775001	0.861408	0.518772	-1
1	6800001	0.489487	0.518772	-1
1	6825001	0.307185	0.518772	-1
1	6850001	0.52626	0.518772	-1
1	6875001	0.398572	0.518772	-1
1	6900001	0.355579	0.518772	-1
1	6925001	0.57766	0.518772	-1
1	6950001	0.433941	0.518772	-1
1	6975001	0.591193	0.518772	-1
1	7000001	0.370911	0.518772	-1
1	7025001	0.506956	0.518772	-1
1	7050001	0.502387	0.518772	-1
1	7075001	0.479733	0.518772	-1
1	7100001	0.575062	0.518772	-1
1	7125001	0.586824	0.518772	-1
1	7150001	0.481573	0.518772	-1
1	7175001	0.577684	0.518772	-1
1	7200001	0.624117	0.518772	-1
1	7225001	0.436028	0.518772	-1
1	7250001	0.592385	0.518772	-1
1	7275001	0.719939	0.518772	-1
1	7300001	0.459485	0.518772	-1
1	7325001	0.557408	0.518772	-1
1	7350001	0.444413	0.518772	-1
1	7375001	0.678457	0.518772	-1
1	7400001	0.677459	0.518772	-1
1	7425001	0.526374	0.518772	-1
1	7450001	0.569775	0.518772	-1
1	7475001	0.503629	0.518772	-1
1	7500001	0.639559	0.518772	-1
1	7525001	0.565503	0.518772	-1
1	7550001	0.558782	0.518772	-1
1	7575001	0.575725	0.518772	-1
1	7600001	0.751328	0.518772	-1
1	7625001	0.523844	0.518772	-1
1	7650001	0.62604	0.518772	-1
1	7675001	0.414657	0.518772	-1
1	7700001	0.65167	0.518772	-1
1	7725001	0.393383	0.518772	-1
1	7750001	0.269831	0.518772	-1
1	7775001	0.622472	0.518772	-1
1	7800001	0.401391	0.518772	-1
1	7825001	0.412271	0.518772	-1
1	7850001	0.405831	0.518772	-1
1	7875001	0.507172	0.518772	-1
1	7900001	0.531356	0.518772	-1
1	7925001	0.530311	0.518772	-1
1	7950001	0.632161	0.518772	-1
1	7975001	0.463884	0.518772	-1
1	8000001	0.587198	0.518772	-1
1	8025001	0.70114	0.518772	-1
1	8050001	0.629397	0.518772	-1
1	8075001	0.803284	0.518772	-1
1	8100001	0.716022	0.518772	-1
1	8125001	0.602554	0.518772	-1
1	8150001	0.61323	0.518772	-1
1	8175001	0.453124	0.518772	-1
1	8200001	0.709198	0.518772	-1
1	8225001	0.503079	0.518772	-1
1	8250001	0.685806	0.518772	-1
1	8275001	0.501276	0.518772	-1
1	8300001	0.510875	0.518772	-1
1	8325001	0.437096	0.518772	-1
1	8350001	0.43581	0.518772	-1
1	8375001	0.553829	0.518772	-1
1	8400001	0.558535	0.518772	-1
1	8425001	0.368816	0.518772	-1
1	8450001	0.46055	0.518772	-1
1	8475001	0.532884	0.518772	-1
1	8500001	0.501646	0.518772	-1
1	8525001	0.422199	0.518772	-1
1	8550001	0.473586	0.518772	-1
1	8575001	0.510724	0.518772	-1
1	8600001	0.509115	0.518772	-1
1	8625001	0.627006	0.518772	-1
1	8650001	0.715467	0.518772	-1
1	8675001	0.599119	0.518772	-1
1	8700001	1.02881	0.518772	-1
1	8725001	0.526329	0.518772	-1
1	8750001	0.51197	0.518772	-1
1	8775001	0.472628	0.518772	-1
1	8800001	0.585846	0.518772	-1
1	8825001	0.526366	0.518772	-1
1	8850001	0.669405	0.518772	-1
1	8875001	0.901144	0.518772	-1
1	8900001	0.499168	0.518772	-1
1	8925001	0.644563	0.518772	-1
1	8950001	0.487507	0.518772	-1
1	8975001	0.646194	0.518772	-1
1	9000001	0.635004	0.518772	-1
1	9025001	0.538377	0.518772	-1
1	9050001	0.403653	0.518772	-1
1	9075001	0.549711	0.518772	-1
1	9100001	0.40952	0.518772	-1
1	9125001	0.657543	0.518772	-1
1	9150001	0.407151	0.518772	-1
1	9175001	0.665045	0.518772	-1
1	9200001	0.559918	0.518772	-1
1	9225001	0.564695	0.518772	-1
1	9250001	0.571555	0.518772	-1
1	9275001	0.647148	0.518772	-1
1	9300001	0.520978	0.518772	-1
1	9325001	0.469424	0.518772	-1
1	9350001	0.415281	0.518772	-1
1	9375001	0.597474	0.518772	-1
1	9400001	0.519548	0.518772	-1
1	9425001	0.69207	0.518772	-1
1	9450001	0.573426	0.518772	-1
1	9475001	0.537416	0.518772	-1
1	9500001	0.384799	0.518772	-1
1	9525001	0.528522	0.518772	-1
1	9550001	0.381811	0.518772	-1
1	9575001	0.523889	0.518772	-1
1	9600001	0.440559	0.518772	-1
1	9625001	0.558353	0.518772	-1
1	9650001	0.523345	0.518772	-1
1	9675001	0.574666	0.518772	-1
1	9700001	0.514484	0.518772	-1
1	9725001	0.473487	0.518772	-1
1	9750001	0.535095	0.518772	-1
1	9775001	0.593096	0.518772	-1
1	9800001	0.418361	0.518772	-1
1	9825001	0.501636	0.518772	-1
1	9850001	0.506503	0.518772	-1
1	9875001	0.466841	0.518772	-1
1	9900001	0.57216	0.518772	-1
1	9925001	0.580301	0.518772	-1
1	9950001	0.334827	0.518772	-1
1	9975001	0.464857	0.518772	-1
1	10000001	0.490372	0.518772	-1
1	10025001	0.617865	0.518772	-1
1	10050001	0.378355	0.518772	-1
1	10075001	0.491503	0.518772	-1
1	10100001	0.461515	0.518772	-1
1	10125001	0.443682	0.518772	-1
1	10150001	0.388905	0.518772	-1
1	10175001	0.582075	0.518772	-1
1	10200001	1.00481	0.518772	-1
1	10225001	0.450191	0.518772	-1
1	10250001	0.475311	0.518772	-1
1	10275001	0.411897	0.518772	-1
1	10300001	0.484629	0.518772	-1
1	10325001	0.449823	0.518772	-1
1	10350001	0.327123	0.518772	-1
1	10375001	0.645715	0.518772	-1
1	10400001	0.351714	0.518772	-1
1	10425001	0.601305	0.518772	-1
1	10450001	0.562907	0.518772	-1
1	10475001	0.357705	0.518772	-1
1	10500001	0.524983	0.518772	-1
1	10525001	0.527544	0.518772	-1
1	10550001	0.329067	0.518772	-1
1	10575001	0.41189	0.518772	-1
1	10600001	0.394406	0.518772	-1
1	10625001	0.440487	0.518772	-1
1	10650001	0.53951	0.518772	-1
1	10675001	0.710527	0.518772	-1
1	10700001	0.643962	0.518772	-1
1	10725001	0.631307	0.518772	-1
1	10750001	0.56327	0.518772	-1
1	10775001	0.551157	0.518772	-1
1	10800001	0.555453	0.518772	-1
1	10825001	0.472211	0.518772	-1
1	10850001	0.618091	0.518772	-1
1	10875001	0.61845	0.518772	-1
1	10900001	0.439023	0.518772	-1
1	10925001	0.573433	0.518772	-1
1	10950001	0.615707	0.518772	-1
1	10975001	0.698835	0.518772	-1
1	11000001	0.747879	0.518772	-1
1	11025001	0.495132	0.518772	-1
1	11050001	0.512748	0.518772	-1
1	11075001	0.66482	0.518772	-1
1	11100001	0.318343	0.518772	-1
1	11125001	0.442873	0.518772	-1
1	11150001	0.553074	0.518772	-1
1	11175001	0.302735	0.518772	-1
1	11200001	0.466475	0.518772	-1
1	11225001	0.613782	0.518772	-1
1	11250001	0.795648	0.518772	-1
1	11275001	0.57469	0.518772	-1
1	11300001	0.451558	0.518772	-1
1	11325001	0.577403	0.518772	-1
1	11350001	0.445542	0.518772	-1
1	11375001	0.547087	0.518772	-1
1	11400001	0.40857	0.518772	-1
1	11425001	0.387367	0.518772	-1
1	11450001	0.462602	0.518772	-1
1	11475001	0.651522	0.518772	-1
1	11500001	0.430245	0.518772	-1
1	11525001	0.500635	0.518772	-1
1	11550001	0.56662	0.518772	-1
1	11575001	0.535255	0.518772	-1
1	11600001	0.571561	0.518772	-1
1	11625001	0.537189	0.518772	-1
1	11650001	0.614862	0.518772	-1
1	11675001	0.696824	0.518772	-1
1	11700001	0.572668	0.518772	-1
1	11725001	0.56583	0.518772	-1
1	11750001	0.411309	0.518772	-1
1	11775001	0.448306	0.518772	-1
1	11800001	0.665557	0.518772	-1
1	11825001	0.324312	0.518772	-1
1	11850001	0.503997	0.518772	-1
1	11875001	0.489081	0.518772	-1
1	11900001	0.79641	0.518772	-1
1	11925001	0.678421	0.518772	-1
1	11950001	0.552671	0.518772	-1
1	11975001	0.609118	0.518772	-1
1	12000001	0.675377	0.518772	-1
1	12025001	0.528776	0.518772	-1
1	12050001	0.684232	0.518772	-1
1	12075001	0.597561	0.518772	-1
1	12100001	0.4101	0.518772	-1
1	12125001	0.372468	0.518772	-1
1	12150001	0.554146	0.518772	-1
1	12175001	0.653506	0.518772	-1
1	12200001	0.621627	0.518772	-1
1	12225001	0.412525	0.518772	-1
1	12250001	0.489467	0.518772	-1
1	12275001	0.388022	0.518772	-1
1	12300001	0.357054	0.518772	-1
1	12325001	0.510981	0.518772	-1
1	12350001	0.276797	0.518772	-1
1	12375001	0.353459	0.518772	-1
1	12400001	0.536613	0.518772	-1
1	12425001	0.636407	0.518772	-1
1	12450001	0.558599	0.518772	-1
1	12475001	0.510945	0.518772	-1
1	12500001	0.595077	0.518772	-1
1	12525001	0.395187	0.518772	-1
1	12550001	0.514768	0.518772	-1
1	12575001	0.830829	0.518772	-1
1	12600001	0.508078	0.518772	-1
1	12625001	0.551513	0.518772	-1
1	12650001	0.549838	0.518772	-1
1	12675001	0.556527	0.518772	-1
1	12700001	0.608947	0.518772	-1
1	12725001	0.492054	0.518772	-1
1	12750001	0.482839	0.518772	-1
1	12775001	-1	0.518772	-1
1	12800001	0.782358	0.518772	-1
1	12825001	-1	0.518772	-1
1	12850001	-1	0.518772	-1
1	12875001	-1	0.518772	-1
1	12900001	-1	0.518772	-1
1	12925001	-1	0.518772	-1
1	12950001	-1	0.518772	-1
1	12975001	-1	0.518772	-1
1	13000001	-1	0.518772	-1
1	13025001	-1	0.518772	-1
1	13050001	-1	0.518772	-1
1	13075001	-1	0.518772	-1
1	13100001	-1	0.518772	-1
1	13125001	-1	0.518772	-1
1	13150001	-1	0.518772	-1
1	13175001	-1	0.518772	-1
1	13200001	-1	0.518772	-1
1	13225001	-1	0.518772	-1
1	13250001	-1	0.518772	-1
1	13275001	-1	0.518772	-1
1	13300001	-1	0.518772	-1
1	13325001	-1	0.518772	-1
1	13350001	-1	0.518772	-1
1	13375001	0.538382	0.518772	-1
1	13400001	0.406425	0.518772	-1
1	13425001	0.472523	0.518772	-1
1	13450001	0.63302	0.518772	-1
1	13475001	0.40876	0.518772	-1
1	13500001	0.470775	0.518772	-1
1	13525001	0.511925	0.518772	-1
1	13550001	0.488895	0.518772	-1
1	13575001	0.353821	0.518772	-1
1	13600001	0.501508	0.518772	-1
1	13625001	0.439836	0.518772	-1
1	13650001	0.596025	0.518772	-1
1	13675001	0.64774	0.518772	-1
1	13700001	0.662275	0.518772	-1
1	13725001	0.434742	0.518772	-1
1	13750001	0.556651	0.518772	-1
1	13775001	0.519904	0.518772	-1
1	13800001	0.381129	0.518772	-1
1	13825001	0.498709	0.518772	-1
1	13850001	0.373715	0.518772	-1
1	13875001	0.775706	0.518772	-1
1	13900001	0.302499	0.518772	-1
1	13925001	0.447084	0.518772	-1
1	13950001	0.631887	0.518772	-1
1	13975001	0.419539	0.518772	-1
1	14000001	0.364435	0.518772	-1
1	14025001	0.615686	0.518772	-1
1	14050001	0.544952	0.518772	-1
1	14075001	0.674669	0.518772	-1
1	14100001	0.507677	0.518772	-1
1	14125001	0.447005	0.518772	-1
1	14150001	0.454373	0.518772	-1
1	14175001	0.369561	0.518772	-1
1	14200001	0.345393	0.518772	-1
1	14225001	0.481982	0.518772	-1
1	14250001	0.779479	0.518772	-1
1	14275001	0.629772	0.518772	-1
1	14300001	0.344924	0.518772	-1
1	14325001	0.565799	0.518772	-1
1	14350001	0.682023	0.518772	-1
1	14375001	0.416469	0.518772	-1
1	14400001	0.452476	0.518772	-1
1	14425001	0.541802	0.518772	-1
1	14450001	0.517174	0.518772	-1
1	14475001	0.983517	0.518772	-1
1	14500001	0.552906	0.518772	-1
1	14525001	0.566643	0.518772	-1
1	14550001	0.493363	0.518772	-1
1	14575001	0.588672	0.518772	-1
1	14600001	0.514828	0.518772	-1
1	14625001	0.466432	0.518772	-1
1	14650001	0.41916	0.518772	-1
1	14675001	0.526981	0.518772	-1
1	14700001	0.430596	0.518772	-1
1	14725001	0.526446	0.518772	-1
1	14750001	0.464212	0.518772	-1
1	14775001	0.480798	0.518772	-1
1	14800001	0.557362	0.518772	-1
1	14825001	0.433439	0.518772	-1
1	14850001	0.400702	0.518772	-1
1	14875001	0.411722	0.518772	-1
1	14900001	0.546499	0.518772	-1
1	14925001	0.544475	0.518772	-1
1	14950001	0.483621	0.518772	-1
1	14975001	0.412512	0.518772	-1
1	15000001	0.456433	0.518772	-1
1	15025001	0.460628	0.518772	-1
1	15050001	0.33809	0.518772	-1
1	15075001	0.430941	0.518772	-1
1	15100001	0.401167	0.518772	-1
1	15125001	0.437802	0.518772	-1
1	15150001	0.523676	0.518772	-1
1	15175001	0.41525	0.518772	-1
1	15200001	0.556016	0.518772	-1
1	15225001	0.665322	0.518772	-1
1	15250001	0.659941	0.518772	-1
1	15275001	0.545575	0.518772	-1
1	15300001	0.652484	0.518772	-1
1	15325001	0.58023	0.518772	-1
1	15350001	0.608745	0.518772	-1
1	15375001	0.440933	0.518772	-1
1	15400001	0.727355	0.518772	-1
1	15425001	0.653139	0.518772	-1
1	15450001	0.58385	0.518772	-1
1	15475001	0.286495	0.518772	-1
1	15500001	0.746535	0.518772	-1
1	15525001	0.666954	0.518772	-1
1	15550001	0.305524	0.518772	-1
1	15575001	0.553998	0.518772	-1
1	15600001	0.780072	0.518772	-1
1	15625001	0.405511	0.518772	-1
1	15650001	0.430075	0.518772	-1
1	15675001	0.511031	0.518772	-1
1	15700001	0.244342	0.518772	-1
1	15725001	0.348058	0.518772	-1
1	15750001	0.452602	0.518772	-1
1	15775001	0.680492	0.518772	-1
1	15800001	0.68085	0.518772	-1
1	15825001	0.974813	0.518772	-1
1	15850001	0.453753	0.518772	-1
1	15875001	0.435929	0.518772	-1
1	15900001	0.54949	0.518772	-1
1	15925001	0.456636	0.518772	-1
1	15950001	0.398013	0.518772	-1
1	15975001	0.602582	0.518772	-1
1	16000001	0.569452	0.518772	-1
1	16025001	0.675428	0.518772	-1
1	16050001	0.82375	0.518772	-1
1	16075001	0.466626	0.518772	-1
1	16100001	0.654216	0.518772	-1
1	16125001	0.63513	0.518772	-1
1	16150001	0.785039	0.518772	-1
1	16175001	0.592267	0.518772	-1
1	16200001	0.678392	0.518772	-1
1	16225001	0.619597	0.518772	-1
1	16250001	0.437389	0.518772	-1
1	16275001	0.191413	0.518772	-1
1	16300001	0.448354	0.518772	-1
1	16325001	0.383196	0.518772	-1
1	16350001	0.915982	0.518772	-1
1	16375001	0.531863	0.518772	-1
1	16400001	0.349908	0.518772	-1
1	16425001	0.48271	0.518772	-1
1	16450001	0.360291	0.518772	-1
1	16475001	0.549816	0.518772	-1
1	16500001	-1	-1	-1
1	16525001	-1	-1	-1
1	16550001	-1	-1	-1
1	16575001	-1	-1	-1
1	16600001	2.21742	2.21742	-1
1	16625001	-1	-1	-1
1	16650001	-1	-1	-1
1	16675001	-1	-1	-1
1	16700001	-1	-1	-1
1	16725001	-1	-1	-1
1	16750001	-1	-1	-1
1	16775001	-1	-1	-1
1	16800001	-1	-1	-1
1	16825001	-1	-1	-1
1	16850001	-1	-1	-1
1	16875001	0.505835	0.518355	-1
1	16900001	0.794026	0.518355	-1
1	16925001	0.447636	0.518355	-1
1	16950001	0.467588	0.518355	-1
1	16975001	0.457482	0.518355	-1
1	17000001	0.49353	0.518355	-1
1	17025001	0.368922	0.518355	-1
1	17050001	0.530009	0.518355	-1
1	17075001	0.546156	0.518355	-1
1	17100001	0.379456	0.518355	-1
1	17125001	0.729226	0.518355	-1
1	17150001	0.577891	0.518355	-1
1	17175001	0.591396	0.518355	-1
1	17200001	0.577991	0.518355	-1
1	17225001	0.72798	0.518355	-1
1	17250001	0.614432	0.518355	-1
1	17275001	0.609581	0.518355	-1
1	17300001	0.547257	0.518355	-1
1	17325001	0.523505	0.518355	-1
1	17350001	0.385441	0.518355	-1
1	17375001	0.45798	0.518355	-1
1	17400001	0.580827	0.518355	-1
1	17425001	0.616638	0.518355	-1
1	17450001	0.517637	0.518355	-1
1	17475001	0.634761	0.518355	-1
1	17500001	0.447463	0.518355	-1
1	17525001	0.535104	0.518355	-1
1	17550001	0.578282	0.518355	-1
1	17575001	0.420109	0.518355	-1
1	17600001	0.307093	0.518355	-1
1	17625001	0.350632	0.518355	-1
1	17650001	0.57798	0.518355	-1
1	17675001	0.514107	0.518355	-1
1	17700001	0.467973	0.518355	-1
1	17725001	0.377109	0.518355	-1
1	17750001	0.671336	0.518355	-1
1	17775001	0.589085	0.518355	-1
1	17800001	0.521313	0.518355	-1
1	17825001	0.699051	0.518355	-1
1	17850001	0.784898	0.518355	-1
1	17875001	0.466846	0.518355	-1
1	17900001	0.487214	0.518355	-1
1	17925001	0.621619	0.518355	-1
1	17950001	0.563184	0.518355	-1
1	17975001	0.652204	0.518355	-1
1	18000001	0.5108	0.518355	-1
1	18025001	0.567424	0.518355	-1
1	18050001	0.461483	0.518355	-1
1	18075001	0.526864	0.518355	-1
1	18100001	0.481098	0.518355	-1
1	18125001	0.622433	0.518355	-1
1	18150001	0.548574	0.518355	-1
1	18175001	0.521457	0.518355	-1
1	18200001	0.548826	0.518355	-1
1	18225001	0.564251	0.518355	-1
1	18250001	0.532474	0.518355	-1
1	18275001	0.536515	0.518355	-1
1	18300001	0.637948	0.518355	-1
1	18325001	0.478416	0.518355	-1
1	18350001	0.506398	0.518355	-1
1	18375001	0.477873	0.518355	-1
1	18400001	0.57361	0.518355	-1
1	18425001	0.583976	0.518355	-1
1	18450001	0.495077	0.518355	-1
1	18475001	0.539515	0.518355	-1
1	18500001	0.505163	0.518355	-1
1	18525001	0.576742	0.518355	-1
1	18550001	0.496869	0.518355	-1
1	18575001	0.445819	0.518355	-1
1	18600001	0.523394	0.518355	-1
1	18625001	0.599869	0.518355	-1
1	18650001	0.429376	0.518355	-1
1	18675001	0.534099	0.518355	-1
1	18700001	0.443832	0.518355	-1
1	18725001	0.584955	0.518355	-1
