#'chr'	'start'	'end'	'CM_control_ATAC_S165169_REP1.mLb.clN.bigWig'	'CM_24h_ATAC_S165170_REP1.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP1.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP1.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP1.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP1.mLb.clN.bigWig'	'CM_DMSO_ctrl_rep1_REP1.mLb.clN.bigWig'	'CM_DMSO_ctrl_rep2_REP1.mLb.clN.bigWig'	'CM_24h_rep1_REP1.mLb.clN.bigWig'	'CM_24h_rep2_REP1.mLb.clN.bigWig'	'CM_48h_rep1_REP1.mLb.clN.bigWig'	'CM_48h_rep2_REP1.mLb.clN.bigWig'	'SH_DMSO_ctrl_rep1_REP1.mLb.clN.bigWig'	'SH_DMSO_ctrl_rep2_REP1.mLb.clN.bigWig'	'SH_24h_rep1_REP1.mLb.clN.bigWig'	'SH_24h_rep2_REP1.mLb.clN.bigWig'	'SH_48h_rep1_REP1.mLb.clN.bigWig'	'SH_48h_rep2_REP1.mLb.clN.bigWig'
2	75586547	75607951	0.24245186228796836	0.2426685463361457	0.19277303833817097	0.21538041412192996	0.16939153710494484	0.1510352324021821	0.26296143744903105	0.18953514407857158	0.191717543445808	0.22178247671434811	0.35405614434914884	0.19667969373663868	0.16450124215692496	0.16028512972817577	0.14645627193112976	0.09678044194973058	0.10570101120888999	0.17072087840541406
2	108537352	108599501	0.2280835743050566	0.17583947814926953	0.12424981813712914	0.17057316614506274	0.11819281788320875	0.13283811502263365	0.27537384781726626	0.15050640586875985	0.2025820454285028	0.15963140513374188	0.29625750346256086	0.142299408166273	0.14719219396021255	0.1335658382789959	0.10452563370189516	0.09843577514268402	0.11150427327207077	0.11868875215273023
2	117930197	118011162	0.169100491174834	0.19957430102700235	0.16496667782343272	0.18795345949150483	0.2164207774931485	0.20470188357387797	0.1599613078506345	0.12294634052310872	0.12494282596388087	0.1574686501071554	0.19422443868356357	0.13070748200675197	0.12830955340735628	0.1320072448531443	0.12735360580992452	0.12910426056630828	0.12360247370160873	0.18919935372404698
2	138018897	138053301	0.11179034074939513	0.11511037416185836	0.08763375398493534	0.12792917526673753	0.14490214040559776	0.11593383950024148	0.1769877867341831	0.11623935908186511	0.10971159141664741	0.13336215747665392	0.170124848377414	0.10058883731789109	0.10450282684198917	0.0930780141398643	0.09435363460892439	0.09002722889203334	0.09985234477114545	0.1494899175668047
2	160204397	160252901	0.24932758386078796	0.25177256874696985	0.18052969533064112	0.2511072412711129	0.21025903084485734	0.22725363489603032	0.5096856510117821	0.23875552847019366	0.3306526051049096	0.3234057504863173	0.6459764519693877	0.28770133818543014	0.25565918383007086	0.20101653755263382	0.18464498001060564	0.15939553070886742	0.2018787619346203	0.25146424652675753
2	177215723	177276301	0.27067596754855855	0.32359401721158687	0.2562906903925787	0.25725182753463915	0.23629171454398917	0.2708247259679614	0.22749468999770325	0.18371634617488386	0.22449193302420797	0.20391087450060377	0.2843697732369058	0.16984302954085442	0.18689627877317713	0.175096979835032	0.1546125161154031	0.16425677630654492	0.15685678723291915	0.2268813462806312
2	189075647	189176878	0.10300529986967184	0.1161005598918379	0.07922201740658356	0.10707863342219862	0.09396960158419071	0.09623394917338894	0.11862755427659849	0.07795102414098173	0.0935450232735099	0.08168591790690381	0.1296033710106359	0.07080079218338964	0.08218221604007421	0.08033138870598602	0.0730353299890082	0.06926781167823953	0.0688253952015244	0.11201312234851676
2	189203447	189299101	0.09786296926869421	0.13662537567770333	0.08736227904051948	0.12183255890359124	0.1268177117190387	0.10953249280631609	0.14663460768079273	0.08027757888888823	0.09382220952544529	0.1023630180082718	0.18914587191643492	0.0951133105030934	0.12595151952216913	0.10587184371282296	0.09452803652215053	0.08908431518102485	0.0813038922886794	0.10909920464094026
2	189366697	189413601	0.1191681175570381	0.15431575141746723	0.12610522880679695	0.10979467653406796	0.1088286021549469	0.13572747317617906	0.16071572506448223	0.09596847971333744	0.10416979869022987	0.13565237833285382	0.18028714128782475	0.10165715015327938	0.10923575471459389	0.12020732484021468	0.09580403322471782	0.0849138706423464	0.10551809636587547	0.14079258830167551
2	190883818	190963751	0.1032697703382554	0.14555016873620147	0.1307907865215649	0.10290856868989201	0.15510496666613086	0.09623056165484144	0.13309961765514017	0.08843688833418407	0.10001440685122781	0.1078880087340655	0.1524007924781287	0.10543570574690522	0.09571901372140953	0.09726681181472553	0.09786107903900175	0.0704005656866355	0.0733926866254144	0.10552816368334332
2	201627947	201656951	0.2660513182315275	0.3135326167644784	0.20184993720589714	0.23047150556103865	0.24219112839006385	0.222206539430266	0.2646047030871147	0.23998255836134122	0.22902668480151045	0.21298128428667298	0.33895004216886615	0.16895866757083325	0.2119384148609099	0.20057397238022254	0.19053314181605527	0.1884090454427703	0.16601175776718563	0.2699209099329119
2	207219697	207261451	0.19269417025297775	0.2884152521197728	0.17329208963684445	0.1834802911151116	0.22503853108449462	0.20492748879589656	0.49466626264026003	0.2731526581908011	0.2876948903793492	0.2814407367337783	0.432543437110118	0.24000427104569327	0.21827782837472076	0.1723995627396513	0.163532368616744	0.10848549202760885	0.1303786485776745	0.1918724382605667
2	216443447	216512801	0.1331476236151675	0.1441871108927217	0.11592356748242971	0.15758162770056133	0.15319720029582273	0.1421973924673145	0.1593173338985185	0.09853173929618746	0.11042087091599964	0.11708666323771676	0.1661789557786421	0.09309501328752803	0.14141329006569883	0.13734571831901482	0.11169325384213255	0.12115269575985835	0.11540718982123374	0.17918516515884148
2	222904597	223003801	0.1519610473017587	0.1940833061290729	0.13299320259429237	0.10189165152772652	0.12445297920760513	0.09344922263824111	0.21843160912985193	0.11944951115312734	0.14202473738221014	0.1538474774739104	0.26451587091624623	0.10949675483252559	0.1078413134896494	0.10195059259244696	0.09438594610372215	0.0837014493559209	0.09331753101883056	0.151077986136019
2	223026197	223111101	0.2408050391801929	0.24199016198044374	0.18409313721922138	0.11610658985238709	0.11610187627976082	0.10849890962563036	0.2529191370870426	0.15543470219712224	0.1829778325707577	0.1657313758803267	0.3395762526763053	0.1317276423984316	0.1714782325342318	0.15791465474813615	0.13093736819201804	0.10810488495867618	0.12176655957243675	0.22723353650480063
2	233402297	233502201	0.13615089307826073	0.1528061677029169	0.11692847253084795	0.1193828394808715	0.10131890907552488	0.09924917137885353	0.15265366184196838	0.10865310913532225	0.11476787108414806	0.12279694724257953	0.20503628975321606	0.10268033564813102	0.1499837237818276	0.11374672896642748	0.10019226232396325	0.10153994953899369	0.09647706765304075	0.1501482400239871
2	234240697	234260551	0.2943621776029484	0.3259138010507496	0.2541594797650803	0.14492908551764422	0.13605998220988552	0.11535963624955343	0.42869311770946233	0.19636085951968676	0.26709653108834813	0.3112618125482237	0.49840699676144484	0.22888435209482694	0.1464605430608765	0.1792922381519306	0.13161937928975662	0.11120332991604893	0.12213317488951564	0.17152397085147675
16	9094677	9130401	0.1746145402963999	0.2482796256059631	0.0794488011007479	0.16890008969780765	0.12707436348679024	0.10189158578884869	0.19580265972213406	0.059935448538041225	0.06852597210212734	0.0648429413470231	0.10126557230534702	0.08257971788988128	0.12676597775255963	0.08524881263053832	0.12387047070995431	0.1293436835835979	0.10201866357366243	0.164741353293242
16	24970047	25012377	0.16540829232679113	0.18241953991684187	0.14307769706433962	0.2286732302816176	0.21304340724614657	0.19117498391762708	0.19681528095450818	0.12480136237181749	0.1383877612979499	0.12341553492488394	0.25289398412348013	0.12619147699700783	0.1755888139808019	0.15091558049094803	0.13835486262911464	0.1382049995126554	0.1317878472473476	0.1928056277716051
16	50180847	50235851	0.1389167451304841	0.16139917145922625	0.10238257777952213	0.13307232915208667	0.15395917943152812	0.1391499874514034	0.1532993240562229	0.10053742419690462	0.11600860576825751	0.10103226304891152	0.17212096989381348	0.08963362989416065	0.14282366879064778	0.1257469857822727	0.11505453267162238	0.10082738053035871	0.11315410947115832	0.1664994275923927
16	57167697	57204351	0.2978404122752455	0.3964706298444	0.3102386803304055	0.2313530374639617	0.2201219816931853	0.2730715628185174	0.3553238587979256	0.21455340877871348	0.28533060141483263	0.21795339153984797	0.43562343320312463	0.21899167111212103	0.22485045241217821	0.21973853235078147	0.17458663616380096	0.19366609142562613	0.2176309674666907	0.3214259109167138
16	69431847	69497251	0.09824229568261289	0.12145406840480624	0.07378857556636285	0.10531286422876336	0.1303742891731358	0.13509675444992525	0.1845064663181343	0.09740999224919308	0.12060028859367847	0.1006586264354934	0.19964499825724108	0.09531092723485245	0.13080155918363495	0.12599587172626944	0.1175901326056525	0.11687115605829773	0.12889267800903817	0.241949090089839
16	75231497	75262947	0.5016465415345115	0.4593316964563621	0.39241833905310514	0.5847009269961903	0.4054385520830284	0.4645825750765446	0.6044935787005699	0.38462058971570434	0.4861049768588166	0.40245774134819334	0.6540260544035581	0.3461130547263624	0.5400553853690194	0.5292432870598126	0.38521798415697234	0.4072937059577399	0.3635037508954787	0.5424201101698859
12	27541147	27624851	0.10065403137378814	0.09995500555466123	0.08518330322480955	0.10128860449111123	0.09066863317317668	0.09122877472177773	0.1398770492422912	0.0851633581106385	0.1047950642474631	0.09684545824843968	0.17845439493399753	0.08289594234976022	0.08031792265336055	0.06912208589264592	0.07284879693413539	0.05492605786724318	0.06994502585260762	0.09178896475693907
12	29277047	29288851	0.14914435743306037	0.17507374380545698	0.1455936842280792	0.18600196505842323	0.20137982422857656	0.22538565493721135	0.11883596992529619	0.10070581464149977	0.08353358840555228	0.10911587113184286	0.12369841623282682	0.09674333484129918	0.20973643261298852	0.20881649294133978	0.16154410041197695	0.15261011265748162	0.15597367722967934	0.2932640681151949
12	31482597	31533801	0.10418863682545759	0.138588192362019	0.10966174396327197	0.10969136273293291	0.09058407434717197	0.11137030564822196	0.15009709338809385	0.09958996189495552	0.12928883323248866	0.10646764016015293	0.18439644266329727	0.09921804435388264	0.13974210102559675	0.10115671123915689	0.09923914041099281	0.08795365120480139	0.09536316327398021	0.1373727956955994
12	45212947	45314301	0.20077195233315065	0.26930791259252435	0.17001500579528056	0.22555035458513806	0.18088428329612666	0.17507274212200272	0.31892811303378693	0.17048562421498661	0.21708160917936672	0.17626978942876054	0.3931775068650881	0.16377844097072275	0.19285285836343946	0.18563910227521035	0.1456186262215415	0.13562763914597314	0.14566272356486581	0.19297892668112715
12	49186097	49246251	0.26717624251403677	0.27236121705880595	0.21575573598559078	0.25758804779557437	0.2806472068274781	0.34639282080167694	0.2726975782229178	0.1770427414382367	0.2506611898459632	0.22459238334760911	0.3638922707961754	0.18375392896549372	0.2004698459167978	0.19732089698997476	0.18187935733855512	0.17777191975824763	0.16795057242889916	0.3058523035728508
12	49480847	49519451	0.13937282749546137	0.1481546251948548	0.10299308677714576	0.1454985298686211	0.10989122933342418	0.1155226370673497	0.21957835143523505	0.1505337903141318	0.1370844507875117	0.17332747475288787	0.24763434820527508	0.1337896836184637	0.18549847729519733	0.18318480146991187	0.14689899695847827	0.1175843602384039	0.12491280178526086	0.1839027915332741
12	50150597	50219704	0.23547256172507705	0.2650125655383752	0.22010404768443967	0.156695826917185	0.1815029069235291	0.17911130684158907	0.20455620740142735	0.137911069223876	0.1670100767652538	0.13842616086051218	0.2746778377099049	0.15820545644075534	0.16165545219606603	0.14717472042770569	0.14235303922621742	0.1338717418221876	0.1505365280860592	0.20676561168461585
12	54220147	54286601	0.25868979657287233	0.32999451904854876	0.2130145524715613	0.18141776592301723	0.20775110409759387	0.22170925081267934	0.3153928699547299	0.20847959285484097	0.23081873772397965	0.2227805602176135	0.47720213607226414	0.16934664234625854	0.1926880794619626	0.224958755319641	0.18933265975235428	0.1824431839032784	0.18202836712986106	0.3188363400879724
12	65630447	65674151	0.09353091866932005	0.10844892535820504	0.07929029344675104	0.08801499557733725	0.09266746767326678	0.06419166998548284	0.21293351029271274	0.17297321641224095	0.172024508840926	0.21356672280245836	0.25057643781193956	0.2437726405628323	0.052172898679360785	0.04428201470178971	0.062394568335414125	0.0403599265880454	0.05080601513972521	0.06395959101242207
12	67651729	67693001	0.16877808745079567	0.25913877179930667	0.1417003531863639	0.23541016731012804	0.18767203413304617	0.19063478996682262	0.26844744678063664	0.19257581327397605	0.14697671014236147	0.16093881944773322	0.31961335752181924	0.1943519053859668	0.15708664633107647	0.12489593178031953	0.15551341020443543	0.14056642774611833	0.15148205633075135	0.17275867421624405
12	68613836	68658601	0.08821154207079103	0.07756839167843613	0.06238350375545993	0.10796466893348558	0.07563780809590724	0.05875830369743666	0.07451698830956603	0.06072765826093605	0.05847422987744258	0.08452101500415522	0.09180931668812473	0.07866490996086228	0.07175185433329483	0.08379328187254323	0.05187843357778683	0.07580750694025902	0.04903706265739066	0.06601496853623405
12	69489747	69581721	0.11638956887561475	0.12060549496114233	0.09477740090485606	0.09917752828880176	0.12028378543259223	0.10054793459792126	0.13170998041040113	0.07797404678234424	0.0974632902235192	0.07417008574446574	0.1576989671937433	0.07123799781562097	0.1029133747550684	0.11528953225790997	0.08357446922841226	0.08387252261771945	0.08580366152255142	0.13393725281784633
12	93395297	93439249	0.14275889365126473	0.11553625450226979	0.08950139205980864	0.14241998660838126	0.12958537789842822	0.1643515776763436	0.09390604225134326	0.05613819069007384	0.058643352051445774	0.05694743165630078	0.09593904097953475	0.0516847281816583	0.09385848440243175	0.08521220913649016	0.07071378431286485	0.07403037027201549	0.06777306586653158	0.11876132145237905
12	93766797	93826401	0.18994953427047176	0.2056134601938581	0.15478558616181826	0.10774150008025518	0.12135018940681125	0.11404587620767981	0.16297091785642312	0.09003427937297853	0.11645798679953623	0.1011590219769931	0.16386388769770135	0.09132959056946696	0.09796200221547813	0.0951207122049238	0.09599429728086051	0.08322732110360137	0.08976660526755942	0.14625791373804253
12	95198897	95263201	0.2913793419955284	0.35990792321756976	0.22058518317448386	0.2286690706212239	0.23515055851702532	0.24509908749108544	0.322380818243116	0.18511581699357213	0.222204750722113	0.2055112982812127	0.38630287165494476	0.1942838225744791	0.1948232022255408	0.20552212872605471	0.15109571753974388	0.18108171142808227	0.16491647189434386	0.28420919930207905
12	96197379	96241451	0.197695608281047	0.22455728883647114	0.1430445041279499	0.1669434483255466	0.2197912306671342	0.20194055714439538	0.27621180626769765	0.1627244736080858	0.19449089961596727	0.18411205533510122	0.35004283636889794	0.16908524044658457	0.19209939001342105	0.1452778346272424	0.17883783902746778	0.16568750263338863	0.14718765805595618	0.17439460632318005
12	103933497	103987201	0.26912040958641303	0.38859992977291385	0.2645785338982645	0.200732366410998	0.18597571322326073	0.19832275567129903	0.3804255932133543	0.16915387539109442	0.26276909287014827	0.19824725717435654	0.5127090805152326	0.16073624546228527	0.1602686093563703	0.19101372668464386	0.18402832302212985	0.1873583517559596	0.21075461068983445	0.25682561494069045
12	104279847	104337401	0.1792866432579107	0.22536189686115954	0.16210773207940044	0.15003965118721677	0.15425964696230926	0.16738309551000816	0.21472151359940095	0.13291337664832256	0.16686823361633726	0.14330876208127202	0.24589251655858443	0.1263290221295403	0.11360915368075981	0.1132461120892081	0.09631595549669296	0.09964770910800383	0.09985028857734568	0.14224845090086957
12	105307597	105385551	0.15576003640910482	0.18658216586849996	0.1315622888346983	0.15969229681365418	0.14628115507800232	0.13667765655285116	0.16290044446229643	0.09529739348572644	0.11954920082654692	0.10739663359651595	0.1856073411255116	0.10682293230073528	0.12794245192590079	0.1251734292850865	0.10753041284808572	0.11186701523059137	0.11004102541586075	0.15889036285450003
12	106027997	106148601	0.2410344993308961	0.22998657717496598	0.1545898136903166	0.18466358028365729	0.16766055902410407	0.16868224204425097	0.22880429497537505	0.1167543621669716	0.19053891488576175	0.15441996499485655	0.30241487692514574	0.12509448302142032	0.22074017167119853	0.18524633608290636	0.14699144681923404	0.14013227692493224	0.15967952504471833	0.18710615569195804
12	110265747	110341501	0.17454233047337692	0.21863533463140583	0.1409878601772529	0.16219373099863066	0.16378657922080286	0.14959759992933816	0.14762883248380426	0.08796725045166418	0.10592598295785091	0.09952188974426783	0.18362465245616547	0.08884638854940652	0.12678987312078982	0.10501018337350924	0.129587598836198	0.12540826259935348	0.1112443240184778	0.15374260818113933
12	116120397	116165351	0.10353138949364764	0.10862233381570828	0.09733158951563009	0.11332614498129075	0.1363746842653342	0.11345446550136368	0.12281369168138863	0.09226558945399926	0.10691446787705508	0.08764240247388215	0.15091648955987116	0.0825329469964115	0.10128839078688141	0.10314374309256678	0.0925495666220245	0.08037130063996148	0.08322974024927363	0.10709039301331573
12	120224447	120262770	0.3072531470957254	0.34720977787688045	0.25338431756184576	0.3898859082582463	0.2691754904580351	0.32217223526653577	0.46587777374253014	0.28196008901070957	0.37272487583435726	0.30439806068066577	0.5524983127022173	0.2778973981003513	0.4750683601208626	0.4433384149303299	0.32163600792117997	0.33137038298965377	0.2919329309732089	0.42182927709930973
12	121921554	121965951	0.17468366938338847	0.15569753168730216	0.11414555293512102	0.11002150174123887	0.10468781060240123	0.08835258555766191	0.16154545928203487	0.11208452403244488	0.1285225118389883	0.13800236494521975	0.1814820725005498	0.14662610684683036	0.13129352904794694	0.09027602344302568	0.06759365937509376	0.06639615307598827	0.06956164240364235	0.12799406354266044
12	122071347	122131051	0.17504169971251027	0.22166248871558203	0.1815950730365843	0.23266991841021645	0.16935985580098928	0.22081781368906084	0.17405326143623623	0.1423238312539255	0.15582688211322968	0.14010888325135906	0.250512979523533	0.1401493207300063	0.15549463528848576	0.16575752414698633	0.1393069826809639	0.1454421049959146	0.15111649781897177	0.2208906914911542
14	21214097	21266478	0.10839992916773206	0.10780108202504597	0.10901086230101566	0.10822648542612613	0.1120798336070395	0.09114421748178758	0.09562921508217985	0.07786291139183184	0.08355489826967197	0.05374871166007754	0.15736886131251931	0.05328096904356134	0.07694970178711133	0.08946109511290301	0.08155519695275255	0.04697427859483287	0.0697963633599992	0.1275560253500831
14	49970047	50024601	0.210171975915295	0.2237719077892083	0.1394605956571066	0.18004014350897757	0.15641016318066508	0.17172452606073607	0.34323674447889146	0.1727383519022805	0.2905396188685793	0.20672065163598163	0.4418896560753332	0.1787848629852481	0.18133047681026215	0.151296239293738	0.13882204720602276	0.13720855971900772	0.1310521200332473	0.16957897899721217
14	50984347	51025351	0.20130985551895259	0.19423193260729177	0.15861085829052537	0.1488341040257915	0.11918254622553713	0.11433110308517126	0.3362148070445693	0.15121205987708045	0.23204412389170628	0.20388267914538677	0.44099104199085354	0.16943713373183628	0.16867635733671027	0.18213760510787388	0.145441755013478	0.14299260833009003	0.1448204624393179	0.295129301112261
14	51506647	51556701	0.18483654278891443	0.16662974807205258	0.13345532746652017	0.1415100107181535	0.11877297415514997	0.17391766493970895	0.24102789276038644	0.14737663217820499	0.16278750099114817	0.191765260483199	0.28090958975263763	0.15050173564599093	0.18149307592140987	0.1933132912210511	0.17029309016036034	0.15771117845239363	0.17961451525481748	0.30858421660364826
14	51635547	51730301	0.13419720039338887	0.1827903238575563	0.13503997332426124	0.14524660119818636	0.13119321490604446	0.1377092094841035	0.13972430216068243	0.10140483290873582	0.1112605868488152	0.09777466077477769	0.17522224542514359	0.09165745212620727	0.11062254688414865	0.09743772857438414	0.0791868882500195	0.09873435865314745	0.09648634602903537	0.11463776151681167
14	55571297	55650451	0.1642970794190863	0.22005974120581448	0.1324979163163262	0.15783402438822422	0.1624013261889605	0.1516439210546114	0.15481476433603666	0.10170507770272534	0.08156827628913546	0.0890228915535501	0.17628939730596188	0.11261321072700989	0.08448570753726563	0.11299261949898795	0.10195698859807815	0.08040405540614352	0.10545707580351395	0.13700261803999575
14	64917597	64937951	0.1447011574498844	0.11607290286295988	0.12233656169228349	0.07808290137035284	0.09402503573829282	0.0804791674346033	0.11556239203533647	0.06676678694856292	0.11662246024634333	0.08329538371045676	0.08781547230041822	0.04901426398947573	0.0871970462267795	0.11050025354396083	0.09504604127139017	0.07466894432099225	0.08699779043163818	0.13019683005445695
14	75820597	75887251	0.11365980463866193	0.150210679563216	0.12581838547203236	0.10614355991822147	0.1172108021753113	0.11079649536824188	0.14170797026232293	0.0958905756526917	0.09876404382097281	0.1339076737307586	0.1802978984788579	0.10363843327278847	0.10903528315258494	0.08683919134556865	0.08703031118359118	0.07810010194084065	0.0894858331670144	0.11940091916542828
14	77562347	77613766	0.10442444158204517	0.2011709169645892	0.1858035559256935	0.11519519139450612	0.13911130278873737	0.11150680480166968	0.13063178495551364	0.07321025629929767	0.21943266598770542	0.11223290309548994	0.3873572633155819	0.08105020422802207	0.07757983600048189	0.1776466247094273	0.07252639417073369	0.13179900337948325	0.06889906424418125	0.2490718546471486
14	101960747	102056851	0.16702029604784335	0.1744161520134149	0.132200841173922	0.15708554084266307	0.1446093628762249	0.11682532026369821	0.13822714798891603	0.1000999605648407	0.121018905279062	0.10127339698209752	0.17861018826231267	0.09302848542810246	0.12339839968994436	0.10661910769351524	0.10165337312473494	0.10568363790687578	0.07683561140107732	0.12718652219272153
14	103388361	103457151	0.08663290235408286	0.16511061354334525	0.09032430220877771	0.09953847623006278	0.12169790377462437	0.11204012606581304	0.1255769152888718	0.0992658940208418	0.08795325468611921	0.07573915918653162	0.19365135653360754	0.09848489600114625	0.09070037909902007	0.08634223267073908	0.09819766131945683	0.07634348998363102	0.06843912871457167	0.14070239465586026
11	8688436	8790051	0.20407388655335976	0.20961192630529615	0.16818117437352892	0.17520090608040914	0.15073721322519806	0.16127200457026897	0.2638346276429854	0.15629552066040642	0.1653681367317714	0.1761912055352537	0.31596399037375755	0.1617063328257141	0.16950836358490487	0.1448643014461809	0.12664143790471136	0.12180939866112817	0.13795004688217144	0.1525740636568622
11	9750847	9817401	0.19122480513944226	0.2161266395879842	0.14414796020994386	0.18243852381315567	0.16421649639766414	0.170625053002301	0.33516382500796527	0.15858946001759805	0.21497514358308234	0.17871975688804267	0.3567778663656807	0.15917389766857964	0.1886501602961775	0.19226180891582734	0.15854825395774153	0.14560527831814868	0.1499596124874083	0.22169966934971974
11	12113573	12239701	0.238661478590255	0.2648478053142218	0.16954486173704195	0.17836346064354475	0.15678556525046625	0.15384727194799855	0.3992049723922657	0.1939061551684712	0.27376877332337407	0.21765404326801527	0.45143363969603745	0.19362142178207434	0.20172192428702687	0.16955186244770215	0.14855306432881393	0.106541552628188	0.1284191355383956	0.1822296443506822
11	13207347	13236401	0.29177077510867366	0.2843709137687123	0.21778781878468165	0.2534911043885921	0.1960818427332062	0.17767475983338046	0.5536971170318999	0.2728841245708308	0.40541459420985215	0.3483106085529587	0.7705966302553213	0.3042067204877802	0.299082048024617	0.22101426888724085	0.17846059228880232	0.15711727991498034	0.18170955924768595	0.20948802787712095
11	14442997	14507351	0.1419662994099684	0.15942254173270437	0.09698629543270165	0.11068539892087406	0.16104532752870235	0.09920862282821334	0.12023627680601778	0.08971745249232699	0.09284741327734758	0.10160200043328815	0.1815451428294891	0.08450666398477387	0.10978830809698006	0.09420499354464594	0.09704064050990431	0.08668878424663085	0.08905487483740762	0.12673423069511153
