"se_id","chr","start","end","cell_line","log2fc_24h","log2fc_48h","max_abs_change","primary_effect","peak_id","annotation","gene_name","distance_to_tss","gene_description"
"SE_253","4",169200697,169268097,"CLB_Ma",0.842336768557002,-0.151547252336145,0.842336768557002,"24h",NA,NA,NA,NA,NA
"SE_222","3",160394797,160446837,"SK_N_SH",0.789301190913081,0.195905253176708,0.789301190913081,"24h",NA,NA,NA,NA,NA
"SE_19","1",162625447,162723901,"CLB_Ma",0.78216382645543,-0.0572391123208261,0.78216382645543,"24h",NA,NA,NA,NA,NA
"SE_330","9",115664947,115693701,"SK_N_SH",-0.0588740193940122,-0.775521344042404,0.775521344042404,"48h",NA,NA,NA,NA,NA
"SE_204","3",48011697,48086278,"CLB_Ma",-0.169881111606325,-0.769169412157206,0.769169412157206,"48h",NA,NA,NA,NA,NA
"SE_317","9",2800697,2841129,"CLB_Ma",-0.305962845779418,-0.766701910286721,0.766701910286721,"48h",NA,NA,NA,NA,NA
"SE_327","9",106859997,106898751,"CLB_Ma",-0.240451712405397,-0.738072744411052,0.738072744411052,"48h",NA,NA,NA,NA,NA
"SE_109","13",114096847,114129619,"CLB_Ma",0.724190502945912,-0.0919118630891581,0.724190502945912,"24h",NA,NA,NA,NA,NA
"SE_134","16",9094677,9130401,"SK_N_SH",-0.407704892384743,-0.723561607046003,0.723561607046003,"48h",NA,NA,NA,NA,NA
"SE_283","6",56795347,56840664,"SK_N_SH",0.520826166547224,-0.714633202413401,0.714633202413401,"48h",NA,NA,NA,NA,NA
"SE_64","11",35141867,35186351,"CLB_Ma",0.714479822489766,0.412208474222783,0.714479822489766,"24h",NA,NA,NA,NA,NA
"SE_241","4",88586847,88641951,"CLB_Ma",0.387981576357512,-0.713081141941173,0.713081141941173,"48h",NA,NA,NA,NA,NA
"SE_228","3",172753682,172817751,"SK_N_SH",0.696118498666789,0.369460050635032,0.696118498666789,"24h",NA,NA,NA,NA,NA
"SE_216","3",128758647,128806351,"CLB_Ma",0.695225834165786,0.0335043639968558,0.695225834165786,"24h",NA,NA,NA,NA,NA
"SE_212","3",111845697,111975874,"CLB_Ma",0.682593812898001,-0.000369729328891016,0.682593812898001,"24h",NA,NA,NA,NA,NA
"SE_279","6",37101147,37145951,"SK_N_SH",-0.677768807702338,-0.147702807473832,0.677768807702338,"24h",NA,NA,NA,NA,NA
"SE_91","12",93395297,93439249,"CLB_Ma",-0.30287236317427,-0.66763932272546,0.66763932272546,"48h",NA,NA,NA,NA,NA
"SE_35","1",218449847,218501551,"CLB_Ma",-0.202260049056098,-0.666698067849451,0.666698067849451,"48h",NA,NA,NA,NA,NA
"SE_302","8",25178147,25216001,"CLB_Ma",-0.328125398544089,-0.663497975621795,0.663497975621795,"48h",NA,NA,NA,NA,NA
"SE_6","1",51619871,51674051,"CLB_Ma",0.134273246639231,-0.662448643464577,0.662448643464577,"48h",NA,NA,NA,NA,NA
"SE_140","17",667897,706401,"CLB_Ma",0.107316753032178,-0.655563878904437,0.655563878904437,"48h",NA,NA,NA,NA,NA
"SE_317","9",2800697,2841129,"SK_N_SH",0.655068144222368,0.112365100499798,0.655068144222368,"24h",NA,NA,NA,NA,NA
"SE_186","20",35301597,35345051,"SK_N_SH",-0.654175037910458,-0.0816078142003631,0.654175037910458,"24h",NA,NA,NA,NA,NA
"SE_149","17",50026997,50084801,"SK_N_SH",-0.651370596919356,-0.212482242306799,0.651370596919356,"24h",NA,NA,NA,NA,NA
"SE_283","6",56795347,56840664,"CLB_Ma",-0.649225488849186,-0.381204027424465,0.649225488849186,"24h",NA,NA,NA,NA,NA
"SE_330","9",115664947,115693701,"CLB_Ma",-0.249486034752299,-0.647184046761013,0.647184046761013,"48h",NA,NA,NA,NA,NA
"SE_296","7",101092897,101141301,"SK_N_SH",-0.642792422852812,-0.482773316203256,0.642792422852812,"24h",NA,NA,NA,NA,NA
"SE_98","12",106027997,106148601,"CLB_Ma",-0.0674036844687353,-0.637465090706314,0.637465090706314,"48h",NA,NA,NA,NA,NA
"SE_249","4",122757697,122799301,"CLB_Ma",-0.0488121627937941,-0.63651265234801,0.63651265234801,"48h",NA,NA,NA,NA,NA
"SE_257","5",17220558,17262401,"CLB_Ma",0.553737190585979,-0.635182200721515,0.635182200721515,"48h",NA,NA,NA,NA,NA
"SE_329","9",112010897,112082301,"CLB_Ma",-0.0643230701137406,-0.631365127870904,0.631365127870904,"48h",NA,NA,NA,NA,NA
"SE_46","10",62220397,62279801,"CLB_Ma",0.0581153444632246,-0.630891151495029,0.630891151495029,"48h",NA,NA,NA,NA,NA
"SE_88","12",67651729,67693001,"CLB_Ma",0.615631170272206,-0.250661362759508,0.615631170272206,"24h",NA,NA,NA,NA,NA
"SE_102","12",121921554,121965951,"CLB_Ma",-0.164997637808855,-0.609521398820018,0.609521398820018,"48h",NA,NA,NA,NA,NA
"SE_298","7",130352297,130375251,"SK_N_SH",-0.514066675315672,-0.600948036864142,0.600948036864142,"48h",NA,NA,NA,NA,NA
