"se_id","chr","start","end","cell_line","log2fc_24h","log2fc_48h","max_abs_change","primary_effect","peak_id","annotation","gene_name","distance_to_tss","gene_description"
"SE_261","5",69237792,69296951,"CLB_Ma",-0.599674816451269,0.0877632841871862,0.599674816451269,"24h",NA,NA,NA,NA,NA
"SE_329","9",112010897,112082301,"SK_N_SH",-0.596951736658601,-0.233135840748091,0.596951736658601,"24h",NA,NA,NA,NA,NA
"SE_317","9",2800697,2841129,"SK_N_SH",-0.594146768824622,0.0821406152902684,0.594146768824622,"24h",NA,NA,NA,NA,NA
"SE_68","11",85947547,86047801,"CLB_Ma",-0.590193674294687,-0.162217385461097,0.590193674294687,"24h",NA,NA,NA,NA,NA
"SE_247","4",114224047,114284551,"CLB_Ma",-0.586740774151097,0.0318369138797242,0.586740774151097,"24h",NA,NA,NA,NA,NA
"SE_309","8",66505597,66563401,"SK_N_SH",-0.586586461234118,-0.453947072072103,0.586586461234118,"24h",NA,NA,NA,NA,NA
"SE_115","14",55571297,55650451,"CLB_Ma",-0.582916377087769,0.170261215498237,0.582916377087769,"24h",NA,NA,NA,NA,NA
"SE_88","12",67651729,67693001,"CLB_Ma",-0.57920962045012,0.156189270882635,0.57920962045012,"24h",NA,NA,NA,NA,NA
"SE_248","4",114316247,114367701,"SK_N_SH",0.000300255967282894,0.577540153454872,0.577540153454872,"48h",NA,NA,NA,NA,NA
"SE_140","17",667897,706401,"SK_N_SH",-0.576363952714514,-0.17273238934227,0.576363952714514,"24h",NA,NA,NA,NA,NA
"SE_324","9",37921497,37979401,"SK_N_SH",-0.568661501879793,-0.397581671287688,0.568661501879793,"24h",NA,NA,NA,NA,NA
"SE_251","4",137509247,137529497,"CLB_Ma",-0.56844635824846,-0.113004033281438,0.56844635824846,"24h",NA,NA,NA,NA,NA
"SE_307","8",53942447,53966801,"CLB_Ma",-0.563043388796051,0.0562706761811706,0.563043388796051,"24h",NA,NA,NA,NA,NA
"SE_251","4",137509247,137529497,"SK_N_SH",-0.561742942773837,-0.202401280257043,0.561742942773837,"24h",NA,NA,NA,NA,NA
"SE_285","6",113344347,113414701,"CLB_Ma",-0.544864889879182,-0.0259856916884392,0.544864889879182,"24h",NA,NA,NA,NA,NA
"SE_59","11",12113573,12239701,"SK_N_SH",-0.537934795137913,-0.255691311352931,0.537934795137913,"24h",NA,NA,NA,NA,NA
"SE_162","2",63844877,63896501,"SK_N_SH",-0.535660567323662,-0.0187244094600733,0.535660567323662,"24h",NA,NA,NA,NA,NA
"SE_153","17",75673497,75708901,"SK_N_SH",-0.534079344928827,-0.290918109413993,0.534079344928827,"24h",NA,NA,NA,NA,NA
"SE_7","1",51733147,51811451,"SK_N_SH",-0.533841113204346,-0.270889602328601,0.533841113204346,"24h",NA,NA,NA,NA,NA
"SE_70","11",86717797,86786451,"SK_N_SH",-0.52858796946074,-0.21211512205613,0.52858796946074,"24h",NA,NA,NA,NA,NA
"SE_304","8",38891897,38939851,"SK_N_SH",-0.526763349778968,-0.134720021452666,0.526763349778968,"24h",NA,NA,NA,NA,NA
"SE_138","16",69431847,69497251,"SK_N_SH",-0.130219278009811,0.526740193168398,0.526740193168398,"48h",NA,NA,NA,NA,NA
"SE_12","1",86739147,86795951,"CLB_Ma",-0.169343662689942,0.526574613489551,0.526574613489551,"48h",NA,NA,NA,NA,NA
"SE_62","11",33043012,33086001,"SK_N_SH",0.00135042491491205,0.521959287509097,0.521959287509097,"48h",NA,NA,NA,NA,NA
