"se_id","chr","start","end","cell_line","log2fc_24h","log2fc_48h","max_abs_change","primary_effect","peak_id","annotation","gene_name","distance_to_tss","gene_description"
"SE_35",2,189247497,189288951,"SK_N_SH",-0.285829410866953,-0.404459558847067,0.404459558847067,"48h",NA,NA,NA,NA,NA
"SE_181",20,35304047,35339601,"SK_N_SH",-0.398202018276298,-0.203270744081726,0.398202018276298,"24h",NA,NA,NA,NA,NA
"SE_154",13,33212947,33264201,"SK_N_SH",-0.392523986330644,-0.139655650617965,0.392523986330644,"24h",NA,NA,NA,NA,NA
"SE_157",14,51003797,51024851,"SK_N_SH",-0.392470932888641,0.200941821599712,0.392470932888641,"24h",NA,NA,NA,NA,NA
"SE_127",10,71835247,71861901,"SK_N_SH",-0.389594492904472,0.0832049521545595,0.389594492904472,"24h",NA,NA,NA,NA,NA
"SE_131",10,93435197,93479316,"SK_N_SH",-0.387508188976316,-0.074412252053422,0.387508188976316,"24h",NA,NA,NA,NA,NA
"SE_17",1,203506147,203560001,"CLB_Ma",0.307072426154195,0.385386658017158,0.385386658017158,"48h",NA,NA,NA,NA,NA
"SE_62",3,196773597,196808001,"SK_N_SH",-0.146190086048654,0.381011000932901,0.381011000932901,"48h",NA,NA,NA,NA,NA
"SE_15",1,183026457,183071551,"CLB_Ma",0.107837765818737,0.378810173103703,0.378810173103703,"48h",NA,NA,NA,NA,NA
"SE_67",4,76579597,76591951,"SK_N_SH",-0.377498959160739,-0.172554890031908,0.377498959160739,"24h",NA,NA,NA,NA,NA
"SE_54",3,134457747,134482731,"SK_N_SH",-0.377128994241006,-0.312493734566741,0.377128994241006,"24h",NA,NA,NA,NA,NA
"SE_86",5,147471147,147506901,"SK_N_SH",-0.00120615534227636,0.375670042531181,0.375670042531181,"48h",NA,NA,NA,NA,NA
"SE_39",2,233402847,233443401,"SK_N_SH",-0.375003105273951,-0.243501715382715,0.375003105273951,"24h",NA,NA,NA,NA,NA
"SE_75",4,122873447,122913301,"SK_N_SH",-0.294686863447887,-0.374965943265819,0.374965943265819,"48h",NA,NA,NA,NA,NA
"SE_73",4,114242047,114284101,"SK_N_SH",-0.374815058947971,-0.213402633384355,0.374815058947971,"24h",NA,NA,NA,NA,NA
"SE_159",14,52852497,52948096,"CLB_Ma",-0.370653228579112,-0.0969773520555986,0.370653228579112,"24h",NA,NA,NA,NA,NA
"SE_100",7,130355747,130375151,"SK_N_SH",-0.363147153687054,-0.139301780459155,0.363147153687054,"24h",NA,NA,NA,NA,NA
