Chromosome	Start	Ratio	MedianRatio	CopyNumber
1	3050001	0.404364	0.574174	-1
1	3075001	0.438276	0.574174	-1
1	3100001	0.567323	0.574174	-1
1	3125001	0.547116	0.574174	-1
1	3150001	0.398161	0.574174	-1
1	3175001	0.500123	0.574174	-1
1	3200001	0.52344	0.574174	-1
1	3225001	0.483971	0.574174	-1
1	3250001	0.564299	0.574174	-1
1	3275001	0.444395	0.574174	-1
1	3300001	0.4457	0.574174	-1
1	3325001	0.35401	0.574174	-1
1	3350001	0.419079	0.574174	-1
1	3375001	0.431604	0.574174	-1
1	3400001	0.486636	0.574174	-1
1	3425001	0.534844	0.574174	-1
1	3450001	0.524802	0.574174	-1
1	3475001	0.512458	0.574174	-1
1	3500001	0.529192	0.574174	-1
1	3525001	0.538786	0.574174	-1
1	3550001	0.433279	0.574174	-1
1	3575001	0.402821	0.574174	-1
1	3600001	0.978085	0.574174	-1
1	3625001	0.392796	0.574174	-1
1	3650001	0.579189	0.574174	-1
1	3675001	0.412371	0.574174	-1
1	3700001	0.498711	0.574174	-1
1	3725001	0.548643	0.574174	-1
1	3750001	0.677768	0.574174	-1
1	3775001	0.513164	0.574174	-1
1	3800001	0.588881	0.574174	-1
1	3825001	0.422302	0.574174	-1
1	3850001	0.770059	0.574174	-1
1	3875001	0.583129	0.574174	-1
1	3900001	1.10135	0.574174	-1
1	3925001	0.639957	0.574174	-1
1	3950001	0.407442	0.574174	-1
1	3975001	0.426567	0.574174	-1
1	4000001	0.534725	0.574174	-1
1	4025001	0.545195	0.574174	-1
1	4050001	0.562458	0.574174	-1
1	4075001	0.427603	0.574174	-1
1	4100001	0.539683	0.574174	-1
1	4125001	0.565252	0.574174	-1
1	4150001	0.519746	0.574174	-1
1	4175001	0.657475	0.574174	-1
1	4200001	0.523333	0.574174	-1
1	4225001	0.549164	0.574174	-1
1	4250001	0.521692	0.574174	-1
1	4275001	0.500651	0.574174	-1
1	4300001	0.405341	0.574174	-1
1	4325001	0.437372	0.574174	-1
1	4350001	0.435957	0.574174	-1
1	4375001	0.291973	0.574174	-1
1	4400001	0.48126	0.574174	-1
1	4425001	0.537891	0.574174	-1
1	4450001	0.425334	0.574174	-1
1	4475001	0.40556	0.574174	-1
1	4500001	0.377103	0.574174	-1
1	4525001	0.553294	0.574174	-1
1	4550001	0.429592	0.574174	-1
1	4575001	0.406334	0.574174	-1
1	4600001	0.49601	0.574174	-1
1	4625001	0.462625	0.574174	-1
1	4650001	0.668034	0.574174	-1
1	4675001	0.499059	0.574174	-1
1	4700001	0.617014	0.574174	-1
1	4725001	0.532805	0.574174	-1
1	4750001	0.47663	0.574174	-1
1	4775001	0.500515	0.574174	-1
1	4800001	0.492364	0.574174	-1
1	4825001	0.588772	0.574174	-1
1	4850001	0.413996	0.574174	-1
1	4875001	0.568402	0.574174	-1
1	4900001	0.511646	0.574174	-1
1	4925001	0.645675	0.574174	-1
1	4950001	0.526815	0.574174	-1
1	4975001	0.19808	0.574174	-1
1	5000001	0.567609	0.574174	-1
1	5025001	0.683977	0.574174	-1
1	5050001	0.481371	0.574174	-1
1	5075001	0.407808	0.574174	-1
1	5100001	0.562701	0.574174	-1
1	5125001	0.485838	0.574174	-1
1	5150001	1.1554	0.574174	-1
1	5175001	0.471263	0.574174	-1
1	5200001	0.600202	0.574174	-1
1	5225001	0.624774	0.574174	-1
1	5250001	0.512141	0.574174	-1
1	5275001	0.543876	0.574174	-1
1	5300001	0.638512	0.574174	-1
1	5325001	0.537022	0.574174	-1
1	5350001	0.347535	0.574174	-1
1	5375001	0.655327	0.574174	-1
1	5400001	0.584918	0.574174	-1
1	5425001	0.675173	0.574174	-1
1	5450001	1.15606	0.574174	-1
1	5475001	0.990328	0.574174	-1
1	5500001	0.644543	0.574174	-1
1	5525001	0.483485	0.574174	-1
1	5550001	0.564765	0.574174	-1
1	5575001	0.585843	0.574174	-1
1	5600001	0.522418	0.574174	-1
1	5625001	0.619322	0.574174	-1
1	5650001	0.478977	0.574174	-1
1	5675001	0.496722	0.574174	-1
1	5700001	0.384988	0.574174	-1
1	5725001	0.570984	0.574174	-1
1	5750001	0.795125	0.574174	-1
1	5775001	0.626017	0.574174	-1
1	5800001	0.440941	0.574174	-1
1	5825001	0.610383	0.574174	-1
1	5850001	0.61513	0.574174	-1
1	5875001	0.580848	0.574174	-1
1	5900001	0.436176	0.574174	-1
1	5925001	0.640633	0.574174	-1
1	5950001	0.368694	0.574174	-1
1	5975001	1.1278	0.574174	-1
1	6000001	0.666168	0.574174	-1
1	6025001	0.567584	0.574174	-1
1	6050001	0.598602	0.574174	-1
1	6075001	0.422724	0.574174	-1
1	6100001	0.422687	0.574174	-1
1	6125001	0.36636	0.574174	-1
1	6150001	0.419998	0.574174	-1
1	6175001	0.784808	0.574174	-1
1	6200001	0.735934	0.574174	-1
1	6225001	1.01196	0.574174	-1
1	6250001	0.643568	0.574174	-1
1	6275001	0.410042	0.574174	-1
1	6300001	0.526902	0.574174	-1
1	6325001	0.50833	0.574174	-1
1	6350001	0.581204	0.574174	-1
1	6375001	1.13839	0.574174	-1
1	6400001	0.480717	0.574174	-1
1	6425001	0.569269	0.574174	-1
1	6450001	0.546446	0.574174	-1
1	6475001	0.724367	0.574174	-1
1	6500001	0.552457	0.574174	-1
1	6525001	0.383639	0.574174	-1
1	6550001	0.611807	0.574174	-1
1	6575001	0.717462	0.574174	-1
1	6600001	1.21937	0.574174	-1
1	6625001	0.741822	0.574174	-1
1	6650001	0.663748	0.574174	-1
1	6675001	0.530481	0.574174	-1
1	6700001	0.721495	0.574174	-1
1	6725001	0.676644	0.574174	-1
1	6750001	0.497733	0.574174	-1
1	6775001	1.77212	0.574174	-1
1	6800001	0.499499	0.574174	-1
1	6825001	0.435152	0.574174	-1
1	6850001	0.722358	0.574174	-1
1	6875001	0.748246	0.574174	-1
1	6900001	0.597314	0.574174	-1
1	6925001	0.675253	0.574174	-1
1	6950001	0.497887	0.574174	-1
1	6975001	0.582934	0.574174	-1
1	7000001	0.442742	0.574174	-1
1	7025001	0.726775	0.574174	-1
1	7050001	0.539864	0.574174	-1
1	7075001	0.466404	0.574174	-1
1	7100001	0.526462	0.574174	-1
1	7125001	0.48684	0.574174	-1
1	7150001	0.638377	0.574174	-1
1	7175001	0.647474	0.574174	-1
1	7200001	0.863844	0.574174	-1
1	7225001	0.631738	0.574174	-1
1	7250001	0.683111	0.574174	-1
1	7275001	0.902588	0.574174	-1
1	7300001	0.759788	0.574174	-1
1	7325001	0.7496	0.574174	-1
1	7350001	0.478554	0.574174	-1
1	7375001	0.697998	0.574174	-1
1	7400001	0.549783	0.574174	-1
1	7425001	0.463116	0.574174	-1
1	7450001	0.487001	0.574174	-1
1	7475001	0.767151	0.574174	-1
1	7500001	0.560655	0.574174	-1
1	7525001	0.460449	0.574174	-1
1	7550001	0.779867	0.574174	-1
1	7575001	1.19111	0.574174	-1
1	7600001	0.540226	0.574174	-1
1	7625001	0.851697	0.574174	-1
1	7650001	1.30731	0.574174	-1
1	7675001	0.545144	0.574174	-1
1	7700001	1.09583	0.574174	-1
1	7725001	0.676573	0.574174	-1
1	7750001	0.738819	0.574174	-1
1	7775001	1.24998	0.574174	-1
1	7800001	0.480899	0.574174	-1
1	7825001	0.460545	0.574174	-1
1	7850001	0.582738	0.574174	-1
1	7875001	0.504852	0.574174	-1
1	7900001	0.555061	0.574174	-1
1	7925001	0.478604	0.574174	-1
1	7950001	0.961503	0.574174	-1
1	7975001	0.57724	0.574174	-1
1	8000001	0.64439	0.574174	-1
1	8025001	0.959166	0.574174	-1
1	8050001	0.488401	0.574174	-1
1	8075001	0.4495	0.574174	-1
1	8100001	0.438707	0.574174	-1
1	8125001	0.518939	0.574174	-1
1	8150001	0.560268	0.574174	-1
1	8175001	0.512544	0.574174	-1
1	8200001	0.555617	0.574174	-1
1	8225001	0.489451	0.574174	-1
1	8250001	0.606351	0.574174	-1
1	8275001	0.437917	0.574174	-1
1	8300001	0.709947	0.574174	-1
1	8325001	0.380947	0.574174	-1
1	8350001	0.542973	0.574174	-1
1	8375001	0.634853	0.574174	-1
1	8400001	0.962674	0.574174	-1
1	8425001	0.756354	0.574174	-1
1	8450001	0.856377	0.574174	-1
1	8475001	0.480711	0.574174	-1
1	8500001	0.571434	0.574174	-1
1	8525001	0.822984	0.574174	-1
1	8550001	0.898465	0.574174	-1
1	8575001	0.569763	0.574174	-1
1	8600001	0.754124	0.574174	-1
1	8625001	0.599341	0.574174	-1
1	8650001	0.641482	0.574174	-1
1	8675001	0.625944	0.574174	-1
1	8700001	1.92631	0.574174	-1
1	8725001	0.657368	0.574174	-1
1	8750001	0.976536	0.574174	-1
1	8775001	0.5384	0.574174	-1
1	8800001	1.03702	0.574174	-1
1	8825001	0.76748	0.574174	-1
1	8850001	0.481082	0.574174	-1
1	8875001	1.20771	0.574174	-1
1	8900001	0.58909	0.574174	-1
1	8925001	0.383562	0.574174	-1
1	8950001	0.42116	0.574174	-1
1	8975001	0.406859	0.574174	-1
1	9000001	0.447269	0.574174	-1
1	9025001	0.44326	0.574174	-1
1	9050001	0.614838	0.574174	-1
1	9075001	0.574249	0.574174	-1
1	9100001	0.58683	0.574174	-1
1	9125001	0.765884	0.574174	-1
1	9150001	0.319192	0.574174	-1
1	9175001	0.699595	0.574174	-1
1	9200001	0.482163	0.574174	-1
1	9225001	0.708558	0.574174	-1
1	9250001	0.771359	0.574174	-1
1	9275001	0.791298	0.574174	-1
1	9300001	0.675547	0.574174	-1
1	9325001	0.480848	0.574174	-1
1	9350001	0.445159	0.574174	-1
1	9375001	0.464708	0.574174	-1
1	9400001	0.508068	0.574174	-1
1	9425001	0.893957	0.574174	-1
1	9450001	0.825986	0.574174	-1
1	9475001	0.641408	0.574174	-1
1	9500001	0.500739	0.574174	-1
1	9525001	0.903869	0.574174	-1
1	9550001	0.783918	0.574174	-1
1	9575001	0.881889	0.574174	-1
1	9600001	0.555011	0.574174	-1
1	9625001	0.568375	0.574174	-1
1	9650001	0.592116	0.574174	-1
1	9675001	0.750001	0.574174	-1
1	9700001	0.458398	0.574174	-1
1	9725001	0.374293	0.574174	-1
1	9750001	0.561249	0.574174	-1
1	9775001	0.434394	0.574174	-1
1	9800001	0.70829	0.574174	-1
1	9825001	0.467367	0.574174	-1
1	9850001	0.540101	0.574174	-1
1	9875001	0.553154	0.574174	-1
1	9900001	1.04801	0.574174	-1
1	9925001	0.632278	0.574174	-1
1	9950001	0.617835	0.574174	-1
1	9975001	0.581242	0.574174	-1
1	10000001	0.48765	0.574174	-1
1	10025001	1.3498	0.574174	-1
1	10050001	0.343566	0.574174	-1
1	10075001	0.487459	0.574174	-1
1	10100001	0.35495	0.574174	-1
1	10125001	0.430644	0.574174	-1
1	10150001	0.444835	0.574174	-1
1	10175001	0.668225	0.574174	-1
1	10200001	1.15385	0.574174	-1
1	10225001	0.53886	0.574174	-1
1	10250001	0.571537	0.574174	-1
1	10275001	0.475989	0.574174	-1
1	10300001	0.556616	0.574174	-1
1	10325001	0.572558	0.574174	-1
1	10350001	0.465969	0.574174	-1
1	10375001	1.15554	0.574174	-1
1	10400001	0.394237	0.574174	-1
1	10425001	0.8796	0.574174	-1
1	10450001	1.05605	0.574174	-1
1	10475001	0.580772	0.574174	-1
1	10500001	1.17238	0.574174	-1
1	10525001	0.64359	0.574174	-1
1	10550001	0.735828	0.574174	-1
1	10575001	0.631546	0.574174	-1
1	10600001	0.564962	0.574174	-1
1	10625001	0.427388	0.574174	-1
1	10650001	0.711501	0.574174	-1
1	10675001	0.856948	0.574174	-1
1	10700001	0.478353	0.574174	-1
1	10725001	0.972716	0.574174	-1
1	10750001	0.449415	0.574174	-1
1	10775001	0.789378	0.574174	-1
1	10800001	0.459331	0.574174	-1
1	10825001	0.585258	0.574174	-1
1	10850001	0.554034	0.574174	-1
1	10875001	0.579561	0.574174	-1
1	10900001	0.690451	0.574174	-1
1	10925001	0.957198	0.574174	-1
1	10950001	0.661975	0.574174	-1
1	10975001	0.447753	0.574174	-1
1	11000001	0.978256	0.574174	-1
1	11025001	0.589202	0.574174	-1
1	11050001	1.03058	0.574174	-1
1	11075001	0.803371	0.574174	-1
1	11100001	0.424762	0.574174	-1
1	11125001	0.869833	0.574174	-1
1	11150001	0.488875	0.574174	-1
1	11175001	0.688503	0.574174	-1
1	11200001	0.441341	0.574174	-1
1	11225001	0.591835	0.574174	-1
1	11250001	1.55269	0.574174	-1
1	11275001	0.476518	0.574174	-1
1	11300001	0.540695	0.574174	-1
1	11325001	1.13241	0.574174	-1
1	11350001	0.590135	0.574174	-1
1	11375001	0.710244	0.574174	-1
1	11400001	0.578884	0.574174	-1
1	11425001	0.530006	0.574174	-1
1	11450001	0.767158	0.574174	-1
1	11475001	0.832115	0.574174	-1
1	11500001	0.408791	0.574174	-1
1	11525001	0.430673	0.574174	-1
1	11550001	1.01477	0.574174	-1
1	11575001	0.661475	0.574174	-1
1	11600001	0.528106	0.574174	-1
1	11625001	0.912491	0.574174	-1
1	11650001	0.757388	0.574174	-1
1	11675001	0.937941	0.574174	-1
1	11700001	0.716537	0.574174	-1
1	11725001	0.582816	0.574174	-1
1	11750001	0.68284	0.574174	-1
1	11775001	0.527356	0.574174	-1
1	11800001	0.991265	0.574174	-1
1	11825001	0.780686	0.574174	-1
1	11850001	0.527899	0.574174	-1
1	11875001	0.775524	0.574174	-1
1	11900001	1.35921	0.574174	-1
1	11925001	0.89184	0.574174	-1
1	11950001	0.466934	0.574174	-1
1	11975001	1.02569	0.574174	-1
1	12000001	0.743376	0.574174	-1
1	12025001	0.548563	0.574174	-1
1	12050001	0.601523	0.574174	-1
1	12075001	0.56827	0.574174	-1
1	12100001	0.556057	0.574174	-1
1	12125001	0.419007	0.574174	-1
1	12150001	0.62866	0.574174	-1
1	12175001	0.464706	0.574174	-1
1	12200001	0.428644	0.574174	-1
1	12225001	0.754442	0.574174	-1
1	12250001	0.468106	0.574174	-1
1	12275001	0.563782	0.574174	-1
1	12300001	0.426459	0.574174	-1
1	12325001	0.91347	0.574174	-1
1	12350001	0.479858	0.574174	-1
1	12375001	0.406268	0.574174	-1
1	12400001	0.366468	0.574174	-1
1	12425001	0.555816	0.574174	-1
1	12450001	0.841353	0.574174	-1
1	12475001	0.657476	0.574174	-1
1	12500001	0.532	0.574174	-1
1	12525001	0.481071	0.574174	-1
1	12550001	0.437896	0.574174	-1
1	12575001	0.714815	0.574174	-1
1	12600001	0.605193	0.574174	-1
1	12625001	0.51703	0.574174	-1
1	12650001	0.529851	0.574174	-1
1	12675001	0.411473	0.574174	-1
1	12700001	0.421941	0.574174	-1
1	12725001	0.476727	0.574174	-1
1	12750001	0.560119	0.574174	-1
1	12775001	-1	0.574174	-1
1	12800001	0.571207	0.574174	-1
1	12825001	-1	0.574174	-1
1	12850001	-1	0.574174	-1
1	12875001	-1	0.574174	-1
1	12900001	-1	0.574174	-1
1	12925001	-1	0.574174	-1
1	12950001	-1	0.574174	-1
1	12975001	-1	0.574174	-1
1	13000001	-1	0.574174	-1
1	13025001	-1	0.574174	-1
1	13050001	-1	0.574174	-1
1	13075001	-1	0.574174	-1
1	13100001	-1	0.574174	-1
1	13125001	-1	0.574174	-1
1	13150001	-1	0.574174	-1
1	13175001	-1	0.574174	-1
1	13200001	-1	0.574174	-1
1	13225001	-1	0.574174	-1
1	13250001	-1	0.574174	-1
1	13275001	-1	0.574174	-1
1	13300001	-1	0.574174	-1
1	13325001	-1	0.574174	-1
1	13350001	-1	0.574174	-1
1	13375001	0.441426	0.574174	-1
1	13400001	0.321184	0.574174	-1
1	13425001	0.419688	0.574174	-1
1	13450001	0.445395	0.574174	-1
1	13475001	0.594508	0.574174	-1
1	13500001	0.406556	0.574174	-1
1	13525001	0.518246	0.574174	-1
1	13550001	0.707126	0.574174	-1
1	13575001	0.364679	0.574174	-1
1	13600001	0.811894	0.574174	-1
1	13625001	0.72347	0.574174	-1
1	13650001	0.687545	0.574174	-1
1	13675001	0.461045	0.574174	-1
1	13700001	0.706256	0.574174	-1
1	13725001	0.880528	0.574174	-1
1	13750001	0.750016	0.574174	-1
1	13775001	0.24436	0.574174	-1
1	13800001	0.3702	0.574174	-1
1	13825001	0.572536	0.574174	-1
1	13850001	0.535262	0.574174	-1
1	13875001	0.495151	0.574174	-1
1	13900001	0.540844	0.574174	-1
1	13925001	0.484883	0.574174	-1
1	13950001	0.557746	0.574174	-1
1	13975001	0.576924	0.574174	-1
1	14000001	0.578654	0.574174	-1
1	14025001	0.619154	0.574174	-1
1	14050001	0.559383	0.574174	-1
1	14075001	0.476481	0.574174	-1
1	14100001	0.626094	0.574174	-1
1	14125001	0.387083	0.574174	-1
1	14150001	0.477901	0.574174	-1
1	14175001	0.48487	0.574174	-1
1	14200001	0.543319	0.574174	-1
1	14225001	0.629617	0.574174	-1
1	14250001	0.848841	0.574174	-1
1	14275001	0.571423	0.574174	-1
1	14300001	0.792596	0.574174	-1
1	14325001	0.432543	0.574174	-1
1	14350001	0.513307	0.574174	-1
1	14375001	0.663333	0.574174	-1
1	14400001	0.611223	0.574174	-1
1	14425001	0.815471	0.574174	-1
1	14450001	0.454189	0.574174	-1
1	14475001	0.701976	0.574174	-1
1	14500001	0.59059	0.574174	-1
1	14525001	0.510238	0.574174	-1
1	14550001	0.578155	0.574174	-1
1	14575001	1.296	0.574174	-1
1	14600001	0.483662	0.574174	-1
1	14625001	0.559648	0.574174	-1
1	14650001	0.537199	0.574174	-1
1	14675001	0.403409	0.574174	-1
1	14700001	0.610686	0.574174	-1
1	14725001	0.502791	0.574174	-1
1	14750001	0.727859	0.574174	-1
1	14775001	0.48879	0.574174	-1
1	14800001	0.386026	0.574174	-1
1	14825001	0.593535	0.574174	-1
1	14850001	0.421109	0.574174	-1
1	14875001	0.424199	0.574174	-1
1	14900001	0.563287	0.574174	-1
1	14925001	0.53703	0.574174	-1
1	14950001	0.530096	0.574174	-1
1	14975001	0.502907	0.574174	-1
1	15000001	0.563788	0.574174	-1
1	15025001	0.741767	0.574174	-1
1	15050001	0.414295	0.574174	-1
1	15075001	0.428071	0.574174	-1
1	15100001	0.459974	0.574174	-1
1	15125001	0.576177	0.574174	-1
1	15150001	1.39528	0.574174	-1
1	15175001	0.511922	0.574174	-1
1	15200001	0.500855	0.574174	-1
1	15225001	0.512771	0.574174	-1
1	15250001	0.760623	0.574174	-1
1	15275001	0.510333	0.574174	-1
1	15300001	0.614202	0.574174	-1
1	15325001	0.548517	0.574174	-1
1	15350001	0.443187	0.574174	-1
1	15375001	0.451042	0.574174	-1
1	15400001	0.695726	0.574174	-1
1	15425001	0.53008	0.574174	-1
1	15450001	0.59664	0.574174	-1
1	15475001	0.42596	0.574174	-1
1	15500001	1.46132	0.574174	-1
1	15525001	1.45092	0.574174	-1
1	15550001	0.376133	0.574174	-1
1	15575001	0.398676	0.574174	-1
1	15600001	1.60589	0.574174	-1
1	15625001	0.320687	0.574174	-1
1	15650001	0.606163	0.574174	-1
1	15675001	0.502404	0.574174	-1
1	15700001	0.356929	0.574174	-1
1	15725001	0.515369	0.574174	-1
1	15750001	0.633765	0.574174	-1
1	15775001	0.430639	0.574174	-1
1	15800001	0.525101	0.574174	-1
1	15825001	2.26372	0.574174	-1
1	15850001	0.585721	0.574174	-1
1	15875001	0.733633	0.574174	-1
1	15900001	0.494931	0.574174	-1
1	15925001	0.402812	0.574174	-1
1	15950001	0.490745	0.574174	-1
1	15975001	0.700373	0.574174	-1
1	16000001	0.43548	0.574174	-1
1	16025001	0.692706	0.574174	-1
1	16050001	0.831766	0.574174	-1
1	16075001	0.51203	0.574174	-1
1	16100001	0.471634	0.574174	-1
1	16125001	0.443396	0.574174	-1
1	16150001	0.688193	0.574174	-1
1	16175001	0.578891	0.574174	-1
1	16200001	1.01414	0.574174	-1
1	16225001	0.788557	0.574174	-1
1	16250001	0.486826	0.574174	-1
1	16275001	0.448401	0.574174	-1
1	16300001	0.380116	0.574174	-1
1	16325001	0.489122	0.574174	-1
1	16350001	1.40098	0.574174	-1
1	16375001	0.505143	0.574174	-1
1	16400001	0.414156	0.574174	-1
1	16425001	0.671926	0.574174	-1
1	16450001	0.480238	0.574174	-1
1	16475001	0.662193	0.574174	-1
1	16500001	-1	0.574174	-1
1	16525001	-1	0.574174	-1
1	16550001	-1	0.574174	-1
1	16575001	-1	0.574174	-1
1	16600001	2.59431	0.574174	-1
1	16625001	-1	0.574174	-1
1	16650001	-1	0.574174	-1
1	16675001	-1	0.574174	-1
1	16700001	-1	0.574174	-1
1	16725001	-1	0.574174	-1
1	16750001	-1	0.574174	-1
1	16775001	-1	0.574174	-1
1	16800001	-1	0.574174	-1
1	16825001	-1	0.574174	-1
1	16850001	-1	0.574174	-1
1	16875001	0.783498	0.574174	-1
1	16900001	1.54683	0.574174	-1
1	16925001	0.493901	0.574174	-1
1	16950001	0.52142	0.574174	-1
1	16975001	0.659083	0.574174	-1
1	17000001	0.50104	0.574174	-1
1	17025001	0.685494	0.574174	-1
1	17050001	0.803926	0.574174	-1
1	17075001	0.482647	0.574174	-1
1	17100001	0.58303	0.574174	-1
1	17125001	0.533189	0.574174	-1
1	17150001	0.493582	0.574174	-1
1	17175001	0.414076	0.574174	-1
1	17200001	0.416798	0.574174	-1
1	17225001	0.584561	0.574174	-1
1	17250001	0.369153	0.574174	-1
1	17275001	0.474404	0.574174	-1
1	17300001	0.44139	0.574174	-1
1	17325001	0.494374	0.574174	-1
1	17350001	0.354839	0.574174	-1
1	17375001	0.465798	0.574174	-1
1	17400001	0.650742	0.574174	-1
1	17425001	1.0206	0.574174	-1
1	17450001	0.424114	0.574174	-1
1	17475001	0.664363	0.574174	-1
1	17500001	0.612207	0.574174	-1
1	17525001	0.951706	0.574174	-1
1	17550001	0.543584	0.574174	-1
1	17575001	0.935275	0.574174	-1
1	17600001	0.56537	0.574174	-1
1	17625001	0.34265	0.574174	-1
1	17650001	0.65995	0.574174	-1
1	17675001	0.562774	0.574174	-1
1	17700001	0.405946	0.574174	-1
1	17725001	0.540016	0.574174	-1
1	17750001	0.591687	0.574174	-1
1	17775001	0.660365	0.574174	-1
1	17800001	0.562525	0.574174	-1
1	17825001	0.615728	0.574174	-1
1	17850001	0.805575	0.574174	-1
1	17875001	0.572451	0.574174	-1
1	17900001	0.696142	0.574174	-1
1	17925001	0.69426	0.574174	-1
1	17950001	0.541907	0.574174	-1
1	17975001	0.530251	0.574174	-1
1	18000001	0.335034	0.574174	-1
1	18025001	0.443506	0.574174	-1
1	18050001	0.477645	0.574174	-1
1	18075001	0.572636	0.574174	-1
1	18100001	0.642309	0.574174	-1
1	18125001	0.766234	0.574174	-1
1	18150001	0.600718	0.574174	-1
1	18175001	0.481033	0.574174	-1
1	18200001	0.569145	0.574174	-1
1	18225001	0.648404	0.574174	-1
1	18250001	0.770741	0.574174	-1
1	18275001	0.866186	0.574174	-1
1	18300001	0.467867	0.574174	-1
1	18325001	0.72706	0.574174	-1
1	18350001	0.559757	0.574174	-1
1	18375001	0.404829	0.574174	-1
1	18400001	0.394536	0.574174	-1
1	18425001	0.400466	0.574174	-1
1	18450001	0.592611	0.574174	-1
1	18475001	0.45532	0.574174	-1
1	18500001	0.385898	0.574174	-1
1	18525001	0.453958	0.574174	-1
1	18550001	0.505088	0.574174	-1
1	18575001	0.852745	0.574174	-1
1	18600001	0.45704	0.574174	-1
1	18625001	0.712526	0.574174	-1
1	18650001	0.551661	0.574174	-1
1	18675001	0.694217	0.574174	-1
1	18700001	0.461725	0.574174	-1
