ensembl_id	gene_symbol	baseMean	MeanExpr_DMSO	MeanExpr_TDI	log2FoldChange	lfcSE	FoldChange	pvalue	padj	gene_biotype	location	DMSO-OE_mCherry_DMSO_RNA_S165187_R1	DMSO-OE_mCherry_DMSO_RNA_S165187_R2	DMSO-OE_WWTR1_DMSO_RNA_S165191_R1	DMSO-OE_WWTR1_DMSO_RNA_S165191_R2	TDI-OE_mCherrry_TDI_RNA_S165184_R1	TDI-OE_mCherrry_TDI_RNA_S165184_R2	TDI-OE_WWTR1_TDI_RNA_S165188_R1	TDI-OE_WWTR1_TDI_RNA_S165188_R2
ENSG00000130513	GDF15	311.271921702666	42.1855986028729	580.358244802459	3.73718715155329	0.185348357017511	13.3353811156127	1.80380289871106e-91	1.74042929020301e-88	protein_coding	chr19:18374731-18389176:+	49.2305014148984	75.8791281870673	24.6097549582515	19.0230098512745	915.48483193743	855.885289838808	282.75607503465	267.306782398945
ENSG00000171617	ENC1	860.176716265003	260.293645318176	1460.05978721183	2.5035127233618	0.127418679952311	5.67064453393286	1.89494993783528e-87	1.61327120295823e-84	protein_coding	chr5:74627406-74641424:-	306.027441227747	323.484704376445	232.846143066533	178.816292601981	1513.88516031047	1601.14595037872	1434.84529766867	1290.36274048945
ENSG00000120738	EGR1	1076.66703414998	1617.202328293	536.131740006969	-1.56346165404125	0.0809775346609636	-2.95562175767014	3.33537616880894e-84	2.68182773839843e-81	protein_coding	chr5:138465479-138469303:+	2373.70850065348	2295.01082446498	868.913655833649	931.176332219888	734.70799606383	776.313188062411	334.608191946449	298.897583955184
ENSG00000125870	SNRPB2	2582.40534246535	1596.29941777592	3568.51126715478	1.15473119133291	0.0598657747474101	2.22642836083748	6.13965736964517e-84	4.67680321636182e-81	protein_coding	chr20:16729961-16742564:+	1393.0901346324	1465.66526550809	1840.05244764773	1686.38982331549	3275.25090876876	3084.87453106301	3978.83978365378	3935.07984513357
ENSG00000119139	TJP2	512.435096204064	184.620313015285	840.249879392842	2.14533993929657	0.111527065340537	4.42396490032685	1.29505969864465e-83	9.37169950924198e-81	protein_coding	chr9:69121264-69274615:+	267.441372551205	262.248916716706	94.6529036855827	114.138059107647	1248.03687226106	1242.10110089986	429.40034317583	441.461201234622
ENSG00000138083	SIX3	1616.53352940568	901.141790556599	2331.92526825476	1.36729700120292	0.074224478737145	2.57986755249072	6.84163383236089e-77	4.71518887884568e-74	protein_coding	chr2:44941702-44946071:+	936.710080975365	941.167432074676	902.042172123603	824.647477052751	2287.2619982724	2269.74568359747	2315.52109584249	2455.17229530668
ENSG00000272636	DOC2B	982.753717544181	1445.74999577304	519.757439315319	-1.46652513548631	0.080572846392977	-2.76355463656957	3.60927714493933e-75	2.37441218721395e-72	protein_coding	chr17:142789-181650:-	1381.11514780175	1560.18137254812	1432.09843276287	1409.60502997944	508.495270959966	508.485138180879	539.586091613401	522.46325650703
ENSG00000026025	VIM	5776.15303818545	3199.28175826194	8353.02431810896	1.41085127554214	0.077853844537255	2.65894009758085	8.79961567997851e-75	5.537253814623e-72	protein_coding	chr10:17228241-17237593:+	4156.65098432818	3986.98226175906	2242.32728831145	2411.16649864905	9679.77784814096	9815.50987156411	7039.73506010337	6877.07449262741
ENSG00000162407	PLPP3	440.353702694677	79.3016963984047	801.405708990949	3.33151482640728	0.184142699908166	10.0666714302663	1.11546240432495e-74	6.72670307408125e-72	protein_coding	chr1:56494761-56645301:-	81.1637996299677	98.5097453656663	78.5619100590336	58.971330538951	686.37194369121	729.734396778667	869.333147599369	920.183347894551
ENSG00000121440	PDZRN3	704.658288826085	1036.8254739783	372.491103673869	-1.46805769594281	0.0835279203064452	-2.76649189274507	2.80311440791924e-70	1.6227789930326e-67	protein_coding	chr3:73382431-73624941:-	942.032297344543	991.753517532721	1130.15567000586	1083.36041103008	350.919740225224	343.518585717617	412.386367314146	383.139721438488
ENSG00000155849	ELMO1	1004.19938030441	509.384311481696	1499.01444912713	1.54412129903264	0.0878775275650858	2.91626394120592	2.94596534808019e-70	1.63988294164479e-67	protein_coding	chr7:36854361-37449249:-	455.049499564737	515.17934400693	560.345189818649	506.963212536466	1313.77390348782	1338.16985792258	1676.28171703923	1667.83231805887
ENSG00000182836	PLCXD3	640.733784099706	308.22821561309	973.239352586323	1.64853143377942	0.0967275195961146	3.13514340226697	3.27489971908916e-66	1.75546754201398e-63	protein_coding	chr5:41306952-41510628:-	266.110818458911	310.172576624328	320.873343494125	335.756123874995	929.985647649216	851.033332413418	1031.37101294874	1080.56741733392
ENSG00000177606	JUN	2253.86583186719	1153.85221278157	3353.87945095282	1.57983570050809	0.0953086435874965	2.9893580386414	4.32099672630402e-63	2.23349234356422e-60	protein_coding	chr1:58780791-58784047:-	1596.66491075346	1492.28952101232	808.335797474876	718.118621885613	4000.29169435806	4155.21633910406	2622.58285067955	2637.42691966959
ENSG00000136158	SPRY2	700.568229960684	367.443128306489	1033.69333161488	1.48879854768211	0.0917221938410097	2.80655152878824	3.87132231367917e-60	1.93205682227168e-57	protein_coding	chr13:80335976-80341126:-	388.521794950009	404.688683664359	329.392104825828	347.16992978576	1070.16019952982	1088.77924625753	930.097347105383	1045.73653356678
ENSG00000139174	PRICKLE1	701.901098054314	337.040928163092	1066.76126794554	1.65609110320255	0.103147098124331	3.15161455584274	2.31869647400297e-59	1.1186164689415e-56	protein_coding	chr12:42456757-42590355:-	443.074512734086	366.083513183219	255.562839951073	283.44284678399	1246.10343016615	1241.13070941478	939.819619026345	839.991313174868
ENSG00000154734	ADAMTS1	543.431697065155	804.959007250879	281.904386879431	-1.50333240732475	0.0935127213998563	-2.83496791479076	2.75691764041678e-59	1.28712480676619e-56	protein_coding	chr21:26835755-26845409:-	757.085278515601	801.390090677447	840.517784727974	820.842875082496	263.914845954507	290.147054038326	293.288536282359	280.267111242531
ENSG00000255690	TRIL	381.83915749622	620.198179959246	143.480135033194	-2.09425183258245	0.130825636453656	-4.27004665383288	6.82450290037576e-59	3.08659470241057e-56	protein_coding	chr7:28953358-28958330:-	572.138259686658	520.504195107777	692.859254978465	695.291010064084	150.808483402576	138.765982366156	138.542374873711	145.803699490334
ENSG00000003147	ICA1	2246.3487218501	3192.34001052126	1300.35743317894	-1.29842543227019	0.0812897613114244	-2.45960293294743	1.20218585886197e-58	5.27249573797252e-56	protein_coding	chr7:8113184-8262687:-	3037.65499270846	2944.64265876829	3382.89477772272	3404.16761288558	1126.23002028206	1071.31219952613	1590.40164840406	1413.48586450351
ENSG00000149294	NCAM1	1985.08260240324	2669.99275907054	1300.17244573594	-1.03101182513681	0.0650630695498693	-2.04345691467766	1.59073146471658e-57	6.77136955554209e-55	protein_coding	chr11:112961247-113278436:+	2343.10575653071	2606.51461386452	2795.10024583526	2935.25042005166	1250.93703540342	1175.14408842948	1383.80337008362	1390.80528902724
ENSG00000125170	DOK4	1156.31112447749	1605.64158083675	706.980668118219	-1.1761373931283	0.0753974889319981	-2.25970961930989	6.57476558662484e-56	2.71875949529204e-53	protein_coding	chr16:57471922-57487327:-	1527.47609795415	1592.1304791532	1637.49523376058	1665.46451247908	688.305385786114	746.231052024993	724.309258111683	669.076976550088
ENSG00000165973	NELL1	203.530240346993	46.6817843841596	360.378696309826	2.93147355209698	0.189203637867016	7.62889206882971	2.13124091830661e-55	8.33660805693287e-53	protein_coding	chr11:20669551-21575686:+	45.2388391380148	53.2485110084682	44.4868647322239	43.7529226579314	328.685156133819	327.021930471291	421.298449908361	364.509248725835
ENSG00000168539	CHRM1	187.150308182724	328.194277197072	46.1063391683759	-2.81020748394379	0.181897752027445	-7.01385440886974	3.95771017296588e-55	1.50736682456145e-52	protein_coding	chr11:62908679-62921807:-	320.663536242987	335.46561935335	317.087227346702	339.56072584525	36.7353998031915	40.7564423732766	51.8521169117983	55.0813975852372
ENSG00000007402	CACNA2D2	1858.49204595859	2489.91281797695	1227.07127394023	-1.01502263108471	0.0657459345517314	-2.02093459446413	5.04283273245895e-55	1.82462295342196e-52	protein_coding	chr3:50362799-50504244:-	2110.25879037916	2297.67325001541	2757.23908436102	2794.48014715223	1007.32333144541	1095.57198665308	1385.42374873711	1419.96602892531
ENSG00000196482	ESRRG	454.692619738401	132.149464690144	777.235774786658	2.49843505902406	0.162668361349283	5.6507213918118	6.52900615585211e-55	2.30473917301579e-52	protein_coding	chr1:216503246-217137755:-	141.038733783223	117.14672421863	136.300181307239	134.112219451485	889.383363656215	975.243442503404	598.729912465921	645.586380521089
ENSG00000076356	PLXNA2	1234.17849572563	788.976316655028	1679.38067479623	1.08199108664255	0.0710556564749389	2.1169557105889	2.33445207537133e-53	8.04441068734505e-51	protein_coding	chr1:208022242-208244384:-	757.085278515601	720.186111389533	809.282326511732	869.351550203246	1560.28777058819	1579.79733770701	1856.95393690378	1720.48365398594
ENSG00000128045	RASL11B	586.8269166911	202.573110485222	971.080722896978	2.22400430169788	0.146636485041936	4.67188350863236	3.6436448544509e-53	1.22638306926669e-50	protein_coding	chr4:52862317-52866835:+	204.905330213361	122.471575319477	249.883665729938	233.031870678113	687.338664738662	737.497528659291	1268.75648568557	1190.73021250439
ENSG00000072182	ASIC4	132.697336391522	247.361332999183	18.0333397838618	-3.73566822184224	0.248111913567425	-13.3213484567143	2.03293486645716e-52	6.68696961868965e-50	protein_coding	chr2:219514170-219538772:+	180.955356552059	211.662831258661	296.263588535874	300.563555650138	17.4009788541433	17.4670467314043	21.0649224954181	16.2004110544815
ENSG00000254656	RTL1	3127.07218399133	4336.24702326545	1917.89734471722	-1.15298929966696	0.0772905860731342	-2.22374182168971	1.17194364222469e-51	3.7692311853151e-49	protein_coding	chr14:100879753-100903722:-	5009.53615748899	4825.64631014244	3799.36755393929	3710.4380714911	2007.87961555865	1938.84218718587	1886.93094199341	1837.93663413093
ENSG00000115414	FN1	576.347147888096	228.982372723438	923.711923052754	2.03945736105814	0.137525918002928	4.1109087852146	4.21009432894603e-51	1.32462380919208e-48	protein_coding	chr2:215360440-215436073:-	278.085805289562	327.47834270208	135.353652270383	175.011690631726	1137.83067285148	1081.01611437691	688.660927734822	787.339977247803
ENSG00000122641	INHBA	135.03079954055	11.1585176413196	258.90308143978	4.46022162653945	0.301027209909815	22.012050317526	1.40503477833939e-50	4.32661028657573e-48	protein_coding	chr7:41667168-41705834:-	13.3055409229455	13.3121277521171	11.3583484422699	6.65805344794608	290.983035283175	373.600721755035	187.963923805269	183.064644915641
ENSG00000154319	FAM167A	655.217509314454	1029.61068174728	280.824336881631	-1.86155468887828	0.127472227743601	-3.6339906027794	9.74140144011049e-50	2.93723548005665e-47	protein_coding	chr8:11421476-11475908:-	1148.2681816502	991.753517532721	968.299204703511	1010.12182310268	235.879935578388	257.153743545674	324.885920025486	305.377748376977
ENSG00000185088	RPS27L	660.382940621306	369.613584115367	951.152297127245	1.34945668037318	0.0922882152840184	2.54816143512797	1.6250946048091e-49	4.79999881946982e-47	protein_coding	chr15:63125872-63158021:-	427.107863626551	406.01989643957	298.156646609585	347.16992978576	1102.06199409574	1069.37141655597	836.925574529495	796.250203327768
ENSG00000158966	CACHD1	676.834467659905	241.479513802523	1112.18942151729	2.18564102819661	0.150524598983719	4.54928881527374	2.19743684904869e-49	6.36070070325633e-47	protein_coding	chr1:64470129-64693058:+	298.04411667398	234.29344843726	224.327381734831	209.25310836402	1067.26003638746	927.694259734581	1205.56171819931	1248.2416717478
ENSG00000170345	FOS	1323.08375168523	1982.26465107765	663.902852292816	-1.68439182827172	0.117696117860013	-3.2140487869922	6.8074654855885e-48	1.93185192103769e-45	protein_coding	chr14:75278826-75282230:+	3454.11842359666	2949.96750986914	722.201655120996	802.771015723785	1132.03034656677	1121.77255675018	183.912977171535	217.895528682777
ENSG00000067842	ATP2B3	356.781596416171	577.398210939675	136.164981892667	-2.07533416166452	0.146681702748906	-4.21442018833365	9.13617076057174e-47	2.44866295218064e-44	protein_coding	chrX:153517676-153582939:+	528.229974640937	559.109365588917	579.275770555766	642.977732973079	122.773573026456	101.891105933191	178.241651884307	141.753596726713
ENSG00000112936	C7	307.781067743303	101.253852376252	514.308283110353	2.28117868981715	0.165826751224097	4.86074917467578	2.51019369970007e-44	6.60546062104712e-42	protein_coding	chr5:40909497-40984643:+	117.088760121921	123.802788094689	87.0806713907361	77.0431898976618	760.809464345045	580.294108076652	342.710085213917	373.419474805799
ENSG00000162849	KIF26B	1002.42334585157	652.480702071866	1352.36598963127	1.04265250293611	0.0763696685090334	2.06001165945263	2.06551203627549e-43	5.33824208946698e-41	protein_coding	chr1:245154985-245709432:+	687.896465716284	609.695451046961	637.014041803971	675.316849720246	1333.10832443687	1323.61398564641	1400.8173459453	1351.92430249648
ENSG00000198963	RORB	537.112599204859	284.654350354956	789.570848054763	1.44935083866849	0.109982912340676	2.73085145122334	7.5825617099472e-41	1.892110614277e-38	protein_coding	chr9:74497335-74693177:+	274.094143012678	278.223470019247	309.514995051855	276.784793336044	822.679611381999	863.648421719432	710.536039556987	761.419319560632
ENSG00000182752	PAPPA	231.146516735398	21.6619923740413	440.631041096754	4.10539321750933	0.3154068503664	17.2126010333983	6.13055155667041e-40	1.5038554691473e-37	protein_coding	chr9:116153791-116402321:+	50.561055507193	19.9681916281756	10.4118194054141	5.70690295538236	825.579774524356	738.467920144369	102.89404449685	95.5824252214411
ENSG00000185630	PBX1	520.959020591225	288.903770962224	753.014270220226	1.3674813484989	0.105760260586629	2.58019722853495	2.4558804277804e-39	5.92399290521095e-37	protein_coding	chr1:164555584-164899296:+	256.796939812849	284.879533895305	298.156646609585	315.781963531157	682.5050595014	723.912047868198	860.421065005154	745.218908506151
ENSG00000174695	TMEM167A	1297.8459791729	809.701798035311	1785.99016031049	1.13075507848535	0.0889383618837466	2.18973316635041	4.68693309571477e-38	1.09409649506903e-35	protein_coding	chr5:83052846-83077863:-	781.035252176902	893.243772167055	802.656623253741	761.871544543545	1885.1060425322	1719.53371155824	1637.39262935538	1901.92825779613
ENSG00000117971	CHRNB4	345.915355741466	515.448372061559	176.382339421373	-1.53154964854082	0.122771951946319	-2.89096200597437	6.81269999530493e-37	1.56508265130235e-34	protein_coding	chr15:78624111-78727754:-	568.146597409774	552.453301712858	480.83675072276	460.356838400844	218.478956724244	172.729684343886	157.176729388889	157.143987228471
ENSG00000144868	TMEM108	748.291501742203	1076.2774023012	420.305601183202	-1.34012674369894	0.108612505837289	-2.53173559630163	5.56571116876791e-36	1.25863340227466e-33	protein_coding	chr3:133038391-133397792:+	1075.087706574	867.950729438033	1094.18756660534	1267.88360658745	411.823166214726	382.334245120738	443.983751057273	443.08124234007
ENSG00000015592	STMN4	289.507852585607	439.880744235469	139.134960935744	-1.62764370075835	0.13234061687233	-3.09007895430058	6.30239429004116e-36	1.40330080861178e-33	protein_coding	chr8:27235323-27258420:-	341.9524017197	316.828640500386	531.002789676119	569.739145045672	106.339315219765	121.298935634752	159.607297369129	169.294295519332
ENSG00000168546	GFRA2	90.0710013654794	161.338735127461	18.8032676034974	-3.06124030506498	0.248938839479769	-8.34689894852142	6.89966173905244e-36	1.5130121871107e-33	protein_coding	chr8:21690398-21812357:-	147.691504244695	157.083107474981	180.787046039463	159.793282750706	17.4009788541433	16.4966552463262	21.0649224954181	20.2505138181019
ENSG00000143850	PLEKHA6	1043.22140911197	1697.05638072891	389.386437495027	-2.14105819609666	0.180063950226667	-4.41085457576933	1.28310803107325e-34	2.703393679224e-32	protein_coding	chr1:204218853-204377665:-	1605.97878939953	1958.21399233642	1633.70911761316	1590.32362356655	277.448940618841	290.147054038326	502.317382583046	487.632372739894
ENSG00000187714	SLC18A3	634.933766267396	900.251490102123	369.616042432669	-1.26313983619821	0.104720463832792	-2.40017539543238	1.28884242290096e-34	2.703393679224e-32	protein_coding	chr10:49610310-49612720:+	1007.22944786698	926.524091547348	802.656623253741	864.595797740427	375.087766411534	358.074457993787	398.61314875945	346.688796565905
ENSG00000100095	SEZ6L	478.481408829285	709.508937726274	247.453879932296	-1.50189825289645	0.124737682067401	-2.83215112989373	1.4615458482896e-34	3.02185043747078e-32	protein_coding	chr22:26169462-26383597:+	659.954829778098	696.224281435722	786.565629627192	695.291010064084	222.345840914054	286.265488098014	249.538312638029	231.665878079086
ENSG00000038427	VCAN	473.514962324935	220.413436730687	726.616487919183	1.74178727478444	0.146190210721575	3.34449241828026	5.75399933344053e-34	1.17292439933641e-31	protein_coding	chr5:83471618-83582303:+	282.077467566445	323.484704376445	141.979355528374	134.112219451485	794.644701005879	1068.40102507089	546.067606227376	497.352619372583
ENSG00000128591	FLNC	363.410212796723	134.617916660214	592.202508933232	1.96225658752081	0.166672140815053	3.89671005379518	3.36235736518905e-33	6.75880529810849e-31	protein_coding	chr7:128830377-128859274:+	235.508074336136	215.656469584296	40.7007485848006	46.6063741356226	1044.0587312486	1050.93397833949	145.834078814433	127.983247330404
ENSG00000101445	PPP1R16B	361.618653638096	537.937344565289	185.299962710902	-1.5253085617032	0.1303214206181	-2.87848274026289	7.70191747705699e-33	1.50634934656008e-30	protein_coding	chr20:38805697-38923024:+	496.296676425868	577.746344441881	573.596596334631	504.109761058775	204.94486205991	200.871037411149	170.139758616838	165.244192755712
ENSG00000072195	SPEG	584.958243450941	823.493059222698	346.423427679184	-1.2352793079709	0.105469826167247	-2.35426922044862	9.98624607139713e-33	1.90172288672803e-30	protein_coding	chr2:219434843-219493629:+	757.085278515601	841.326473933798	849.036546059677	846.523938381716	354.786624415034	292.087837008482	386.460308858247	352.358940434973
ENSG00000121753	ADGRB2	586.982147484415	831.165072697713	342.799222271116	-1.26066904665808	0.108030002508142	-2.39606832305079	1.47273409682741e-32	2.73267699786964e-30	protein_coding	chr1:31727117-31764893:-	803.65467174591	737.491877467285	952.208211076962	831.305530500697	356.720066509938	325.081147501135	327.316488005727	362.079187067662
ENSG00000101210	EEF1A2	3085.579148633	4353.58617325672	1817.57212400929	-1.27287304517165	0.109781029451403	-2.41642303610778	3.33137805774371e-32	6.10316894047149e-30	protein_coding	chr20:63488014-63499185:-	4232.49256758897	4408.97671150117	4395.68084715846	4377.19456677827	1536.11974440188	1409.00843633328	2211.00667269215	2114.15364260984
ENSG00000116717	GADD45A	517.53903353232	331.109165455116	703.968901609523	1.0701789902961	0.092546339968247	2.09969385300448	6.28441476232341e-32	1.13692918568883e-29	protein_coding	chr1:67685201-67688334:+	379.207916303948	380.726853710548	293.424001425306	271.077890380662	816.879285097285	826.773545286468	590.628019198453	581.594756855887
ENSG00000163497	FEV	675.773659889662	963.700774619551	387.846545159774	-1.30075154648308	0.114270248804209	-2.46357184668942	3.12212766816859e-31	5.57858688165482e-29	protein_coding	chr2:218981087-218985184:-	989.932244667147	971.785325904546	913.400520565873	979.685007340638	353.819903367581	325.081147501135	446.414319037514	426.070810732864
ENSG00000124762	CDKN1A	728.134014568496	471.42383934059	984.844189796401	1.06672100719032	0.0936514163442762	2.09466714184766	4.83680301504309e-31	8.53695732155106e-29	protein_coding	chr6:36676460-36687337:+	697.210344362346	649.631834303313	286.798298167315	252.054880529387	1431.71387127702	1326.52516010165	613.313320347365	567.824407459578
ENSG00000117016	RIMS3	725.249096195157	1068.78039161382	381.71780077649	-1.46090091956316	0.12956432659453	-2.75280214160079	1.19329809267395e-30	2.08079557774338e-28	protein_coding	chr1:40620680-40665682:-	1113.67377525054	1152.83026333334	1017.51871462001	991.098813251403	453.392171255179	309.554883739886	358.913871748854	405.010276362038
ENSG00000166073	GPR176	647.678559270247	878.223245263847	417.133873276647	-1.05798359200678	0.0937255031338122	-2.08201951610448	1.46817688058692e-30	2.52963380865888e-28	protein_coding	chr15:39799008-39920266:-	802.324117653615	765.447345746731	970.192262777222	974.92925487782	350.919740225224	419.209121553702	450.465265671248	447.941365656415
ENSG00000091409	ITGA6	196.105477804687	25.3325644294771	366.878391179897	3.5485262859962	0.316991742016432	11.7007271597814	2.27899318579664e-30	3.88045510329821e-28	protein_coding	chr2:172427354-172506459:+	46.5693932303093	38.6051704811395	2.83958711056748	13.3161068958922	665.104080647257	679.27403955461	59.14382085252	63.9916236652021
ENSG00000143333	RGS16	261.704696938769	128.910929923086	394.498463954452	1.56680774406915	0.139922180451848	2.96248478410514	3.09705228086953e-30	5.1521422598879e-28	protein_coding	chr1:182598623-182604389:-	150.352612429284	151.758256374135	97.4924907961502	116.040360092775	495.927897343085	493.929265904709	296.529293589347	291.607398980668
ENSG00000153956	CACNA2D1	898.014112199818	1333.68381455612	462.344409843512	-1.50980402245993	0.135720812436691	-2.84771352786987	4.82526994291519e-30	7.93592407770585e-28	protein_coding	chr7:81946444-82443777:-	1240.07641401852	1216.7284765435	1415.06091009946	1462.86945756301	442.758239733203	565.738235800482	383.21955155126	457.661612289103
ENSG00000079689	SCGN	97.5612183894296	7.50378795861884	187.61864882024	4.46461400024792	0.39987020518025	22.0791694797632	4.98197924665227e-30	8.10159389177509e-28	protein_coding	chr6:25652201-25701783:+	15.9666491075346	2.66242555042341	5.67917422113496	5.70690295538236	254.247635479983	296.939794433872	106.134801803837	93.1523635632688
ENSG00000240583	AQP1	248.533752881555	398.930054574377	98.137451188733	-2.01474320395691	0.181821218593219	-4.04108641883529	8.36287818620291e-30	1.34484373321016e-27	protein_coding	chr7:30911694-30925517:+	340.621847627405	307.510151073904	534.788905823542	412.799313772657	69.6039154165734	71.808969895773	146.64426814118	104.492651301406
ENSG00000104722	NEFM	1660.09872176207	873.483224565543	2446.7142189586	1.41613459746312	0.128246084719361	2.66869530594406	1.16613500038353e-29	1.85466723742318e-27	protein_coding	chr8:24913758-24919098:+	963.321162821256	913.211963795231	883.111591386486	734.288180259197	3012.3027838617	3195.4991603619	1843.99090767583	1735.06402393497
ENSG00000076770	MBNL3	268.69462491112	92.0547903536316	445.334459468608	2.2746094505818	0.206550981099564	4.83866631278144	1.73917329246854e-29	2.70656506041906e-27	protein_coding	chrX:132369317-132489968:-	85.1554619068514	139.777341397229	69.0966196904754	74.1897384199707	521.062644576848	415.32755561339	461.807916245704	383.139721438488
ENSG00000198910	L1CAM	2127.28142292146	3212.0610060124	1042.50183983052	-1.60021868294351	0.147847161907717	-3.03189267086287	7.48161111620723e-29	1.13980376510387e-26	protein_coding	chrX:153861514-153886173:-	2764.89140378808	2906.03748828715	3520.14148806682	3657.17364390753	1269.30473530501	1077.1345484366	1016.7876050673	806.780470513181
ENSG00000106348	IMPDH1	1271.245396385	701.501943753093	1840.98884901691	1.32811447913055	0.122699328198921	2.5107432043602	1.41008164908832e-28	2.10392904198508e-26	protein_coding	chr7:128392277-128410252:-	824.943537222623	696.224281435722	618.083461066855	666.756495287172	2228.2920143778	2395.89657665762	1331.14106384507	1408.62574118717
