ensembl_id	gene_symbol	baseMean	MeanExpr_DMSO	MeanExpr_TDI	log2FoldChange	lfcSE	FoldChange	pvalue	padj	gene_biotype	location	DMSO-OE_WWTR1_DMSO_RNA_S165191_R1	DMSO-OE_WWTR1_DMSO_RNA_S165191_R2	TDI-OE_WWTR1_TDI_RNA_S165188_R1	TDI-OE_WWTR1_TDI_RNA_S165188_R2
ENSG00000053438	NNAT	3824.02092036267	2421.55986121546	5226.48197950989	1.10607274708427	0.0505105079590856	2.15258878990746	2.92828572974294e-107	1.23070358685353e-104	protein_coding	chr20:37521206-37523690:+	2403.33532332774	2439.78439910318	5163.1973342981	5289.76662472168
ENSG00000189060	H1-0	2435.65296072066	3558.23250529466	1313.07341614666	-1.4324720734148	0.0673303296170562	-2.69908810997593	1.53668713695413e-101	5.90483008711318e-99	protein_coding	chr22:37805093-37807436:+	3563.45452969384	3553.01048089548	1274.21518796115	1351.93164433218
ENSG00000177606	JUN	1930.55046177346	869.606683256701	2991.49424029021	1.77508240715079	0.0839960416058387	3.42257559563786	2.89477177740486e-100	1.08143848984217e-97	protein_coding	chr1:58780791-58784047:-	921.620281150375	817.593085363026	2982.382186139	3000.60629444143
ENSG00000162407	PLPP3	548.051503798624	78.3560444825983	1017.74696311465	3.6819417051802	0.180530495527217	12.8343800537793	1.6815294418035e-93	5.95128670074087e-91	protein_coding	chr1:56494761-56645301:-	89.5719945380341	67.1400944271624	988.599346841873	1046.89457938743
ENSG00000158966	CACHD1	821.272034944066	247.002430235315	1395.54163965282	2.48659680449891	0.123380693592333	5.60454325428994	1.74771217668616e-91	5.73292221079321e-89	protein_coding	chr1:64470129-64693058:+	255.765815729085	238.239044741544	1370.95603737251	1420.12724193312
ENSG00000183654	MARCHF11	1235.06254144578	484.865341711073	1985.25974118048	2.02426060807415	0.100917469589186	4.0678334392266	1.16926675605331e-90	3.74415919099069e-88	protein_coding	chr5:16067139-16180762:-	473.760308460205	495.970374961942	2052.74869036691	1917.77079199405
ENSG00000203875	SNHG5	5300.32964676458	3389.82964457712	7210.82964895204	1.08507369861769	0.054275962505098	2.12148385382639	9.1021370419961e-90	2.78215093358649e-87	lncRNA	chr6:85650491-85678932:-	3569.92961363635	3209.72967551789	7136.71066228998	7284.94863561409
ENSG00000198910	L1CAM	2562.85024749403	4088.62081146554	1037.07968352253	-1.9695728518145	0.0991540455550671	-3.91652142847351	5.37445773937984e-89	1.60624626970932e-86	protein_coding	chrX:153861514-153886173:-	4013.47286369818	4163.7687592329	1156.28348582158	917.875881223483
ENSG00000066382	MPPED2	502.212119771698	65.923122375681	938.501117167716	3.81210800709608	0.194162447052473	14.0462002885644	7.53265250004324e-87	2.15546049942727e-84	protein_coding	chr11:30384493-30586872:-	77.7010073101019	54.14523744126	917.656057273538	959.346177061894
ENSG00000101210	EEF1A2	3728.71513187388	4997.62131279757	2459.80895095019	-1.01833800590489	0.0518825192298077	-2.02558412884262	1.01760671271874e-86	2.85120680819881e-84	protein_coding	chr20:63488014-63499185:-	5011.71497150157	4983.52765409357	2514.34074327257	2405.2771586278
ENSG00000066583	ISOC1	2460.72776240156	1351.74428059114	3569.71124421198	1.39453318547911	0.0712213981952966	2.62903470293539	1.9401584464398e-86	5.32514100942223e-84	protein_coding	chr5:129094749-129114028:+	1407.25157683851	1296.23698434377	3510.31082149817	3629.11166692578
ENSG00000128045	RASL11B	836.933089004442	275.107678466274	1398.75849954261	2.33384751524386	0.122877939936894	5.04148068200209	1.34174017524784e-81	3.4047289843223e-79	protein_coding	chr4:52862317-52866835:+	284.903693470374	265.311663462174	1442.82066836382	1354.69633072141
ENSG00000125870	SNRPB2	3254.89346787794	2008.95865851992	4500.82827723596	1.15808169365145	0.0620470825008686	2.23160500732181	9.66352213705914e-79	2.20375665416912e-76	protein_coding	chr20:16729961-16742564:+	2097.92719737275	1919.99011966708	4524.70772818308	4476.94882628884
ENSG00000171617	ENC1	892.202166793359	234.532267210993	1549.87206637572	2.70931223868791	0.145338481752776	6.54009793091539	9.66775541646055e-79	2.20375665416912e-76	protein_coding	chr5:74627406-74641424:-	265.478441642848	203.586092779138	1631.69566007172	1468.04847267973
ENSG00000254656	RTL1	3198.26780729433	4278.12129135264	2118.41432323602	-1.00967375997015	0.0557883627322388	-2.01345574113747	4.84000559232547e-74	9.86261139563412e-72	protein_coding	chr14:100879753-100903722:-	4331.83115753818	4224.41142516711	2145.80417408641	2091.02447238563
ENSG00000143850	PLEKHA6	1199.82365962688	1836.64127708201	563.006042171752	-1.69594761945797	0.0949867399838875	-3.23989626010215	1.90770401677355e-72	3.71836395965036e-70	protein_coding	chr1:204218853-204377665:-	1862.66581412828	1810.61674003574	571.231682238547	554.780402104957
ENSG00000251562	MALAT1	3061.93310900591	4278.21066955442	1845.6555484574	-1.20613585010681	0.0680822926359384	-2.30718845425863	2.90022648511425e-71	5.57216371404308e-69	lncRNA	chr11:65497688-65506516:+	4280.03048599811	4276.39085311072	1948.63710957182	1742.67398734298
ENSG00000138083	SIX3	1848.44654637943	983.668791716607	2713.22430104224	1.45497764643936	0.084738892240643	2.74152313162781	3.659883305537e-67	6.56290274348894e-65	protein_coding	chr2:44941702-44946071:+	1028.45916620177	938.878417231449	2633.19378683511	2793.25481524938
ENSG00000155849	ELMO1	1254.95375234328	608.031590059002	1901.87591462756	1.63451085509975	0.0980031317385782	3.10482263325004	1.44205990719108e-63	2.45497008757124e-61	protein_coding	chr7:36854361-37449249:-	638.874948994171	577.188231123832	1906.25540411541	1897.49642513971
ENSG00000003147	ICA1	2787.35672353699	3866.35388223314	1708.35956484083	-1.17073896449427	0.0719506400061659	-2.25126979961209	1.50425304640893e-60	2.38008226131221e-58	protein_coding	chr7:8113184-8262687:-	3856.99166842089	3875.71609604539	1808.59321328108	1608.12591640058
ENSG00000132718	SYT11	2098.01852974089	2898.17493614529	1297.86212333649	-1.15134448708582	0.071662458588876	-2.22120798454302	4.28647764762621e-59	6.70335324220057e-57	protein_coding	chr1:155859567-155885199:+	2951.55909712679	2844.7907751638	1320.28225910942	1275.44198756356
ENSG00000149294	NCAM1	2421.15946560963	3264.33226762292	1577.98666359635	-1.04166888788098	0.0664253187132647	-2.05860764277541	2.22448806285828e-56	3.32412666193122e-54	protein_coding	chr11:112961247-113278436:+	3186.82048037126	3341.84405487457	1573.6511504249	1582.32217676779
ENSG00000153956	CACNA2D1	1058.83992060049	1639.44129301743	478.23854818356	-1.76296631295609	0.11678283627437	-3.39395235684098	1.18652649282847e-52	1.61187826283334e-50	protein_coding	chr7:81946444-82443777:-	1613.3750823417	1665.50750369316	435.794493062634	520.682603304486
ENSG00000255690	TRIL	476.248544764496	790.781806188629	161.715283340362	-2.27023256055885	0.152227973754094	-4.82400887202853	1.75621688712216e-51	2.33855058563425e-49	protein_coding	chr7:28953358-28958330:-	789.960240986036	791.603371391221	157.549383327083	165.881183353642
ENSG00000100234	TIMP3	543.994872049837	878.359299449073	209.630444650601	-2.04891612936779	0.139397102455715	-4.13794976064725	4.36957502568075e-50	5.59680138289338e-48	protein_coding	chr22:32801701-32863043:+	869.819609610307	886.898989287839	208.22316159018	211.037727711022
ENSG00000166352	IFTAP	1096.68068715819	572.98428734593	1620.37708697045	1.48732344877531	0.102154129748408	2.80368340681345	4.08894503836058e-49	5.09187239082514e-47	protein_coding	chr11:36594493-36659290:+	553.619677084476	592.348897607385	1585.62858892345	1655.12558501745
ENSG00000272636	DOC2B	1111.42153332675	1618.83258596409	604.010480689419	-1.41025297205511	0.0969793910735617	-2.65783763083669	5.25934665586385e-49	6.48926175914797e-47	protein_coding	chr17:142789-181650:-	1632.80033416922	1604.86483775895	613.613387694956	594.407573683882
ENSG00000173114	LRRN3	645.907966990903	1007.54855756687	284.267376414938	-1.80893320782571	0.126641016640553	-3.50383104032294	1.90903678999282e-47	2.21333067143219e-45	protein_coding	chr7:111091006-111125454:+	996.083746489223	1019.01336864451	288.37986538817	280.154887441706
ENSG00000163539	CLASP2	1229.30798016415	1752.32367034326	706.292289985036	-1.29952495496296	0.0918240952872311	-2.46147818722825	1.57196663726385e-46	1.77658649618165e-44	protein_coding	chr3:33496245-33718356:-	1776.3313615615	1728.31597912502	710.354237106323	702.230342863749
ENSG00000182836	PLCXD3	787.584782899603	374.053809543513	1201.11575625569	1.66805324687491	0.118173209146411	3.17785488623779	2.35303521410357e-46	2.63716421620658e-44	protein_coding	chr5:41306952-41510628:-	365.84224275173	382.265376335296	1172.86763143495	1229.36388107643
ENSG00000154319	FAM167A	742.733372243023	1127.02332772503	358.443416761015	-1.63648730678747	0.119946409475774	-3.10907906799051	1.60188293651948e-43	1.69635619001973e-41	protein_coding	chr8:11421476-11475908:-	1104.0018121977	1150.04484325236	369.457910609125	347.428922912905
ENSG00000125170	DOK4	1337.00957581197	1881.57437597477	792.444775649167	-1.23559504442998	0.0916940047575781	-2.35478451297523	1.91730040672535e-42	1.98352101308071e-40	protein_coding	chr16:57471922-57487327:-	1866.98253675662	1896.16621519293	823.679232131067	761.210319167266
ENSG00000196482	ESRRG	430.861978295181	154.045792102279	707.678164488083	2.1763719506287	0.164900926514325	4.52015407850525	6.21417190534189e-41	6.33139378446538e-39	protein_coding	chr1:216503246-217137755:-	155.402014620204	152.689569584353	680.87131157143	734.485017404735
ENSG00000072182	ASIC4	180.59189147206	339.990723148145	21.1930597959747	-3.95724843923019	0.305465472170356	-15.5328261155914	2.15025418295224e-39	2.09556293525541e-37	protein_coding	chr2:219514170-219538772:+	337.783545667526	342.197900628763	23.9548769971004	18.4312425948491
ENSG00000121440	PDZRN3	856.707971282165	1260.98510673555	452.430835828784	-1.46301607559949	0.113108720745698	-2.75684102458826	2.24413936025235e-39	2.17132591770028e-37	protein_coding	chr3:73382431-73624941:-	1288.54170455919	1233.4285089119	468.962784289388	435.89888736818
ENSG00000107282	APBA1	616.57975953718	201.118631850511	1032.04088722385	2.33264816976516	0.18256786456921	5.03729132506985	1.39309726276772e-38	1.32877766574206e-36	protein_coding	chr9:69427532-69672371:-	174.827266447729	227.409997253292	907.521301620918	1156.56047282678
ENSG00000115414	FN1	508.118976844302	176.788653873478	839.449299815127	2.22197965004295	0.174620099389826	4.66533167178224	2.85046161126029e-38	2.6997083246366e-36	protein_coding	chr2:215360440-215436073:-	154.322833963119	199.254473783837	783.140209520589	895.758390109665
ENSG00000165973	NELL1	248.583901913763	50.2675546644712	446.900249163056	3.11548038925731	0.244799263076942	8.66668572078877	3.15252213694322e-38	2.96491400138107e-36	protein_coding	chr11:20669551-21575686:+	50.7214908829832	49.8136184459592	479.097539942008	414.702958384104
ENSG00000151892	GFRA1	201.898953701234	7.57474710416573	396.223160298303	5.64351497196455	0.441357890795119	49.9881756902095	8.93974048027207e-38	8.34934511938744e-36	protein_coding	chr10:116056925-116273467:-	3.23754197125425	11.9119522370772	405.390226104776	387.05609449183
ENSG00000125879	OTOR	192.686652712879	10.8011168001986	374.572188625559	5.05440823653746	0.397406276445443	33.2298583138426	1.09340174617998e-37	1.01414897133617e-35	protein_coding	chr20:16748358-16770062:+	16.1877098562712	5.414523744126	357.480472110575	391.663905140543
ENSG00000143196	DPT	198.109361352337	28.0978000474782	368.120922657196	3.66589766462582	0.294314932595895	12.6924411401561	1.21004582548289e-36	1.09958826398104e-34	protein_coding	chr1:168695468-168729206:-	33.4546003696272	22.7409997253292	360.244496379471	375.997348934921
ENSG00000170345	FOS	548.607791319499	868.693224682066	228.522357956933	-1.90334468906903	0.153288508669044	-3.74079443581227	1.40568328839843e-36	1.2687942648101e-34	protein_coding	chr14:75278826-75282230:+	823.414841355663	913.971608008469	209.144503013146	247.90021290072
ENSG00000117114	ADGRL2	1628.77092694865	2205.70470636598	1051.83714753131	-1.05691124303173	0.0852315429882082	-2.08047253501956	2.77123861986156e-36	2.48469254656787e-34	protein_coding	chr1:81306147-81992436:+	2296.49643827635	2114.91297445562	1052.17190502649	1051.50239003614
ENSG00000139174	PRICKLE1	659.625092936395	307.042196281396	1012.20798959139	1.70078107288713	0.13769572992452	3.25076907049026	3.49047110945971e-36	3.1088308576903e-34	protein_coding	chr12:42456757-42590355:-	291.378777412882	322.70561514991	1068.75605063986	955.659928542924
ENSG00000154734	ADAMTS1	636.311328432942	946.429610863702	326.193046002182	-1.51769837842352	0.126266953569928	-2.86333878689075	2.12367971388698e-34	1.81919544408063e-32	protein_coding	chr21:26835755-26845409:-	958.312423491257	934.546798236148	333.525595113475	318.860496890889
ENSG00000171680	PLEKHG5	416.184085049447	723.172879175993	109.195290922902	-2.69115655078779	0.224547495302171	-6.45830936684304	2.48212614471723e-34	2.11279205824696e-32	protein_coding	chr1:6466092-6520061:-	747.872195359731	698.473562992254	81.9993866439205	136.391195201883
ENSG00000136158	SPRY2	754.562941262119	385.407550993345	1123.71833153089	1.52469845305238	0.127847530215654	2.8772657014001	6.77234233540976e-34	5.72837937540414e-32	protein_coding	chr13:80335976-80341126:-	375.554868665493	395.260233321198	1057.69995356428	1189.73670949751
ENSG00000091129	NRCAM	1033.78046363476	610.288639804293	1457.27228746522	1.2405671868312	0.104923824166184	2.36291410566628	2.73275576220461e-33	2.29705201536812e-31	protein_coding	chr7:108147623-108456717:-	585.995096797019	634.582182811567	1487.96639808912	1426.57817684132
ENSG00000105808	RASA4	1011.87465932711	1418.35781901085	605.39149964337	-1.21311696382104	0.10301655361836	-2.31837985453089	4.73008207456948e-33	3.92684406301759e-31	protein_coding	chr7:102573807-102616756:-	1398.61813158183	1438.09750643987	624.669484770541	586.1135145162
ENSG00000076356	PLXNA2	1495.39672681084	956.237201116847	2034.55625250483	1.07641967733155	0.0916189299004425	2.10879620229831	7.6348940438394e-33	6.18564397563832e-31	protein_coding	chr1:208022242-208244384:-	922.69946180746	989.774940426233	2111.7145414367	1957.39796357297
ENSG00000144868	TMEM108	925.008613632031	1345.52243488698	504.49479237708	-1.39671936810772	0.120204206413642	-2.63302162102925	2.60165146204222e-32	2.08271491148844e-30	protein_coding	chr3:133038391-133397792:+	1247.53283958997	1443.51203018399	504.895099785039	504.094484969122
ENSG00000130513	GDF15	168.84511287266	24.8583960303537	312.831829714967	3.6149932725449	0.310646217179507	12.2524068422209	3.57977843424419e-32	2.83202589189118e-30	protein_coding	chr19:18374731-18389176:+	28.0586970842035	21.658094976504	321.548156614924	304.11550281501
ENSG00000120738	EGR1	692.855506465836	1025.42579615184	360.285216779838	-1.48884227493235	0.128795382308826	-2.80663659502704	5.02451884492436e-32	3.9517399968063e-30	protein_coding	chr5:138465479-138469303:+	990.687843203799	1060.16374909987	380.51400768471	340.056425874965
ENSG00000036565	SLC18A1	206.282887575143	366.493958806309	46.0718163439766	-2.94803986678669	0.257686879618518	-7.71699872180287	1.71953148553943e-31	1.32907924994367e-29	protein_coding	chr8:20144855-20183206:-	353.971255523798	379.01666208882	52.5164611090278	39.6271715789255
ENSG00000117016	RIMS3	789.360317471716	1144.25297732098	434.467657622449	-1.37831513423186	0.120599026419933	-2.59964591500304	2.43208106076117e-31	1.86908903921011e-29	protein_coding	chr1:40620680-40665682:-	1160.1192063661	1128.38674827586	408.154250373672	460.781064871227
ENSG00000196411	EPHB4	257.705914335885	67.5847204163233	447.827108255448	2.68802002408529	0.2383774271804	6.44428377209689	1.13096168979404e-30	8.59339195821474e-29	protein_coding	chr7:100802565-100827523:-	56.1173941684069	79.0520466642396	434.873151639668	460.781064871227
ENSG00000076770	MBNL3	281.077564208503	81.6233791877762	480.531749229229	2.52025275256906	0.223581514279726	5.73682596570738	1.19592171173757e-30	9.03592758492054e-29	protein_coding	chrX:132369317-132489968:-	78.7801879671867	84.4665704083656	525.164611090278	435.89888736818
ENSG00000196562	SULF2	1032.38491418403	581.686628299807	1483.08320006826	1.33172302963744	0.120245259845656	2.51703107790992	1.45706775090766e-29	1.06500566206288e-27	protein_coding	chr20:47656348-47786616:-	530.956883285696	632.416373313917	1428.07920559637	1538.08719454015
ENSG00000100095	SEZ6L	558.935606202083	844.201248714324	273.669963689842	-1.60120048875499	0.145049668532904	-3.03395668499978	1.80148633368535e-29	1.30963187576942e-27	protein_coding	chr22:26169462-26383597:+	896.799126037426	791.603371391221	283.773158273343	263.566769106342
ENSG00000168539	CHRM1	217.438647836565	374.061257726994	60.8160379461362	-2.57983040733573	0.234152978093351	-5.97869414172761	2.01396289946759e-29	1.45622510940536e-27	protein_coding	chr11:62908679-62921807:-	361.525520123391	386.596995330597	58.9658510697856	62.6662248224868
ENSG00000174695	TMEM167A	1452.1026993663	891.275950508426	2012.92944822418	1.15872054846397	0.104895998781429	2.23259342640069	2.1018907237314e-29	1.51167531248469e-27	protein_coding	chr5:83052846-83077863:-	915.145197207867	867.406703808986	1862.03101581307	2163.82788063528
ENSG00000166974	MAPRE2	446.985840986528	693.556858619879	200.414823353176	-1.7637301613771	0.161072506880194	-3.39574979254212	4.55505558638166e-29	3.24131971329349e-27	protein_coding	chr18:34976928-35143470:+	652.904297536273	734.209419703486	208.22316159018	192.606485116173
ENSG00000242265	PEG10	935.582003958479	513.411491839453	1357.7525160775	1.382554443076	0.126922856216623	2.60729611788798	1.0317714072846e-28	7.30331245082661e-27	protein_coding	chr7:94656325-94669695:+	561.173941684069	465.649041994836	1413.33774282892	1302.16728932609
ENSG00000067842	ATP2B3	439.117664524755	696.251086170851	181.984242878659	-1.90609674616429	0.17563393535036	-3.74793711321821	1.32276889862052e-28	9.31409367410856e-27	protein_coding	chrX:153517676-153582939:+	660.458562135866	732.043610205836	202.695113052388	161.273372704929
ENSG00000162849	KIF26B	1156.55936718281	747.575476941964	1565.54325742366	1.05182387044474	0.0969499052360581	2.07314908886821	2.21888310653975e-28	1.54620512434472e-26	protein_coding	chr1:245154985-245709432:+	726.288582218036	768.862371665892	1592.99932030718	1538.08719454015
ENSG00000038427	VCAN	375.347483721903	157.283334073533	593.411633370273	1.88557286534045	0.17571392368133	3.69499616071559	5.10553243551578e-28	3.53939720233257e-26	protein_coding	chr5:83471618-83582303:+	161.877098562712	152.689569584353	620.984119078679	565.839147661866
ENSG00000106348	IMPDH1	1145.04542488927	731.910599001403	1558.18025077714	1.07447846731345	0.100629303347978	2.10596063181255	1.36260197920374e-27	9.25537071631875e-26	protein_coding	chr7:128392277-128410252:-	704.704969076341	759.116228926466	1513.76395793215	1602.59654362213
ENSG00000160271	RALGDS	2049.66499026508	2746.18549580815	1353.14448472202	-1.00648462851993	0.0949617544627304	-2.00900983749984	3.39908589634386e-27	2.2630844663331e-25	protein_coding	chr9:133097720-133149334:-	2545.78717006292	2946.58382155337	1415.18042567485	1291.10854376918
ENSG00000015592	STMN4	407.047759652799	627.04014658542	187.055372720178	-1.71700591123743	0.162707591558904	-3.28753421935498	3.52964610106873e-27	2.33843401050608e-25	protein_coding	chr8:27235323-27258420:-	605.420348624544	648.659944546295	181.504260324184	192.606485116173
ENSG00000245532	NEAT1	1496.74614579955	2069.26655917131	924.22573242779	-1.14534607026568	0.108311126719203	-2.21199185036549	3.73568699999597e-27	2.46280659132087e-25	lncRNA	chr11:65422774-65445540:+	1978.13814443634	2160.39497390628	843.948743436306	1004.50272141927
ENSG00000110881	ASIC1	339.183598338547	543.835237329421	134.531959347673	-1.98125898231843	0.189262516244233	-3.94837490401575	7.83245416610774e-27	5.08882493140014e-25	protein_coding	chr12:50057548-50083611:+	501.819005544408	585.851469114433	134.515847752948	134.548070942398
ENSG00000168348	INSM2	632.549280994423	907.575383116911	357.523178871935	-1.32271223180081	0.126322717147263	-2.50135917506433	9.84523724766693e-27	6.36579787230157e-25	protein_coding	chr14:35534164-35537054:+	882.769777495324	932.380988738498	358.40181353354	356.644544210329
ENSG00000124942	AHNAK	423.062654224521	705.604740205483	140.52056824356	-2.2879671351974	0.219345213191442	-4.88367479858804	1.06376760761147e-26	6.84526820802233e-25	protein_coding	chr11:62433542-62556235:-	574.124109569086	837.08537084188	147.414627674464	133.626508812656
ENSG00000104722	NEFM	1478.45929493268	921.439009576563	2035.47958028879	1.12585439791772	0.107862872950911	2.18230749650769	1.63569209804365e-26	1.02796369283126e-24	protein_coding	chr8:24913758-24919098:+	1006.87555306007	836.002466093055	2096.97307866925	1973.98608190833
ENSG00000156453	PCDH1	189.794895582195	330.752515957467	48.8372752069237	-2.71119394723833	0.261243507952006	-6.54863375246223	1.98140163727321e-26	1.23943584277616e-24	protein_coding	chr5:141853111-141879246:-	357.208797495052	304.296234419881	46.06707114827	51.6074792655774
ENSG00000119139	TJP2	307.107237612199	118.933317783749	495.281157440649	2.02210620534438	0.198731829593894	4.06176340298275	1.74096177270546e-25	1.04996389601416e-23	protein_coding	chr9:69121264-69274615:+	107.918065708475	129.948569859024	488.310954171662	502.251360709637
ENSG00000125968	ID1	1241.04396394481	783.843475798257	1698.24445209137	1.09848709564743	0.107799767216319	2.14130023982446	2.36148586434393e-25	1.41784032989114e-23	protein_coding	chr20:31605283-31606515:+	731.68448550346	836.002466093055	1624.324928688	1772.16397549474
ENSG00000266074	BAHCC1	950.014483650442	611.840377138592	1288.18859016229	1.05712534184865	0.104963633794312	2.08078130419703	8.09796025855493e-25	4.73519423988284e-23	protein_coding	chr17:81395475-81466332:+	628.083142423324	595.59761185386	1296.32738211232	1280.04979821227
ENSG00000121753	ADGRB2	704.068674593345	1016.05724575024	392.080103436449	-1.34985200226009	0.13521846656499	-2.54885976844515	1.47729078212941e-24	8.52707456174182e-23	protein_coding	chr1:31727117-31764893:-	1085.65574102726	946.458750473225	372.221934878021	411.938271994877
ENSG00000100359	SGSM3	525.203061265355	773.972575985525	276.433546545184	-1.45896590274604	0.146422753989638	-2.74911241671127	1.67621329653423e-24	9.59293303195268e-23	protein_coding	chr22:40370591-40410289:+	803.989589528138	743.955562442913	292.986572502997	259.880520587372
ENSG00000099889	ARVCF	585.990361319239	841.641088466009	330.339634172469	-1.32573718298717	0.133058733776445	-2.50660936807344	1.83267655690245e-24	1.04439267007547e-22	protein_coding	chr22:19969896-20016823:-	811.543854127731	871.738322804286	337.210960805336	323.468307539601
ENSG00000198873	GRK5	278.440333410184	451.373500424041	105.507166396327	-2.05770977579158	0.2072227879868	-4.16324879367486	1.97339914175279e-24	1.11513634695098e-22	protein_coding	chr10:119207571-119459745:+	428.434720862645	474.312279985438	97.6621908343323	113.352141958322
ENSG00000166073	GPR176	809.506807493509	1108.06877052885	510.944844458169	-1.09829329619622	0.110311024557035	-2.14101261497778	2.40633760947599e-24	1.35256716519766e-22	protein_coding	chr15:39799008-39920266:-	1106.16017351187	1109.97736754583	512.265831168762	509.623857747577
ENSG00000122641	INHBA	110.63868814414	10.2652505633967	211.012125724884	4.27722270015216	0.431425210704157	19.3897554157512	5.22173712799868e-24	2.90194804274604e-22	protein_coding	chr7:41667168-41705834:-	12.950167885017	7.5803332417764	213.751210127973	208.273041321794
ENSG00000254122	PCDHGB7	668.993717686296	951.896271892195	386.091163480397	-1.27879681895009	0.1299889252728	-2.42636538078923	6.63989242245901e-24	3.67489354689923e-22	protein_coding	chr5:141417645-141512975:+	928.095365092884	975.697178691506	362.087179225402	410.095147735392
ENSG00000101445	PPP1R16B	402.350842090227	613.961497535357	190.740186645097	-1.65498594052738	0.168689591568867	-3.14920121626766	7.07309864862406e-24	3.89861080841578e-22	protein_coding	chr20:38805697-38923024:+	653.983478193358	573.939516877356	193.481698822734	187.99867446746
ENSG00000185088	RPS27L	648.210850940746	367.601070151447	928.820631730044	1.31329100353901	0.135293461503929	2.48507777378792	2.44428848935982e-23	1.32553370537904e-21	protein_coding	chr15:63125872-63158021:-	339.941906981696	395.260233321198	951.745689923257	905.895573536832
ENSG00000185630	PBX1	631.442008535993	349.733141795831	913.150875276155	1.35953225007645	0.140292203373599	2.56601970651268	2.78857854419409e-23	1.50616838718338e-21	protein_coding	chr1:164555584-164899296:+	339.941906981696	359.524376609967	978.464591189254	847.837159363057
ENSG00000136574	GATA4	497.959469834112	722.707770682259	273.211168985965	-1.37709369173656	0.142989250260411	-2.5974458837366	4.77862330675054e-23	2.54022548824064e-21	protein_coding	chr8:11676959-11760002:+	703.625788419256	741.789752945262	267.189012659966	279.233325311963
ENSG00000168763	CNNM3	495.575590813048	725.31262003146	265.838561594636	-1.42075749610786	0.147562847601987	-2.67726045304244	4.76686247059705e-23	2.54022548824064e-21	protein_coding	chr2:96816245-96835382:+	762.980724558917	687.644515504002	268.110354082931	263.566769106342
ENSG00000180628	PCGF5	352.98587828669	128.686908706657	577.284847866722	2.12280196563878	0.221469874326123	4.35539016914557	5.91339131977364e-23	3.10660936951702e-21	protein_coding	chr10:91163012-91284337:+	103.601343080136	153.772474333178	616.377411963852	538.192283769593
ENSG00000072195	SPEG	693.042415262978	965.905137929724	420.179692596231	-1.17900629938594	0.122866019913661	-2.26420769063986	7.75061995874377e-23	4.04023596221492e-21	protein_coding	chr2:219434843-219493629:+	968.02504940502	963.785226454428	439.479858754495	400.879526437967
